rab.all	rab.win.Healthy.NASH	rab.win.NASH	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
0	9.46273460759922	9.76333784572175	9.39951327290077	-0.235863389999571	1.23815199207865	-2.05010390657826	1.95762741410166	0.15060647686568	2.58361738286493	-0.199801100199279	-4.36591166126423	3.50900782690294	0.429809376674308	0.590083094044118	0.9655479433055	0.562606703784463	0.978915944753564
1	8.79613525674218	9.12996473976949	8.64436222415936	-0.638919169965259	0.997052309398834	-2.51135075325861	1.33555029370075	0.146872100168134	2.39452611366458	-0.608790641601409	-8.56685985388091	1.92417717731692	0.246527863463817	0.045241694506338	0.959763844001397	0.047272764079498	0.972007554086158
2	8.54080743758862	9.02295334379506	8.11854264307288	-0.722651528428188	1.25740685012495	-2.62864216616599	2.27224230971864	0.118344229141157	3.02306011115777	-0.492615698345914	-6.03939419223781	3.30001532469192	0.3125000548014	0.25326965679963	0.960276235365213	0.148236759696337	0.972409667889479
3	7.83423492967734	8.31427907065362	6.94081496326412	-0.765463949987685	1.84758544157958	-3.69611440445141	2.75667443491186	0.240730376023037	3.80685608340952	-0.384913267206446	-5.12053275538711	2.77850129966165	0.31542466354086	0.197687262744811	0.959835875463022	0.152450143077956	0.972409667889479
4	8.4048687275389	8.61651325512194	8.30706043703177	-0.197940563816029	1.21499053838733	-2.14989462638347	2.04760387244231	0.180188185513399	2.54069835225953	-0.151718936940857	-3.50302112807208	2.89345088668491	0.420138909472984	0.520175331054507	0.964618645525419	0.525671706836078	0.977645441009164
5	8.03209958054897	8.03209958054897	8.0322435256735	-0.0554991290552302	1.2172683387769	-1.91412151967336	2.59190969714009	0.159889666478046	2.82001011716277	-0.0457912837273416	-3.40383624936465	4.04061469651939	0.477430561235969	0.940788756587455	0.989029026097853	0.885374920459134	0.990679588118488
6	7.94117295942634	8.2610868220703	7.70822446932936	-0.546603674863711	0.706016017547967	-1.80882114955005	0.643729508764941	0.104272146296942	1.7073099787217	-0.785620697618397	-6.65680941326049	1.46920927862686	0.221837189220705	0.00884357983239831	0.954139649223095	0.0291125065391769	0.971834466661569
7	6.9833422657021	6.76543718436823	7.06652039532015	0.419427871209674	1.83519607379884	-2.13960578544458	4.71483298930746	0.237099723753974	4.04773451133003	0.252899848628532	-2.40465453144891	6.36631039296281	0.372617018499593	0.190606799948386	0.959840103033678	0.325743279274863	0.974789176042346
8	6.30750151169832	5.98450611381174	6.39712996061702	0.264403917996759	1.87255555354621	-2.35483276021461	3.08084536446293	0.134208697791282	3.03958095774616	0.158730327314179	-5.89769778596982	6.55181120902747	0.391681137633125	0.632091764032241	0.967953924533002	0.356543280651531	0.975304576864092
9	7.08241250562851	7.26078006715023	6.01673894137561	-0.753177605777737	1.94827000190382	-3.43635728216984	2.78613338854818	0.153246637233027	3.72508897984307	-0.410343174942009	-9.16019350854837	4.24108853586032	0.407279053497635	0.218059818978792	0.959884950384272	0.439420476916323	0.975822509738407
10	4.52675789533362	3.66516266865307	5.3700868623641	0.639812910153317	3.92089644997882	-5.77753333579599	5.97393787700319	0.368945680385189	7.38523265945602	0.190256942381157	-4.83896917904278	4.77075029019599	0.401041692535661	0.629818049900163	0.967189633915597	0.490054236927765	0.977104891050145
11	7.82018336264443	7.96893218148086	7.15604558183328	-0.963479672125569	1.29687734680817	-3.14939222110539	1.40631002388163	0.129449794831487	3.10873939530787	-0.696865588022443	-8.33769297927579	2.02253065327736	0.272569516471068	0.0228931422053033	0.959763844001397	0.0758929681094666	0.972007554086158
12	6.46576563249353	6.83338160039121	6.14376678017592	-0.476733064348038	1.91771586053944	-3.47964626700703	3.09506643109195	0.265138912402926	3.91474636471526	-0.245659588287355	-3.79747905894703	2.7572404255648	0.407986135032666	0.466156858207222	0.963963829077646	0.507976863741908	0.97721171235301
13	7.24268762489978	7.73582034233299	7.12449016595517	-0.630194850405822	1.3892327368187	-2.50267525394613	2.30136896593627	0.146747901012147	3.58221492295182	-0.396778548703314	-5.55531129319843	3.84370684520152	0.324652827996516	0.428628844543656	0.963254822218182	0.153700772617139	0.972409667889479
14	6.22297557269549	6.87166718837011	6.02030898881185	-0.730679486638556	1.68964067317445	-3.69546117717373	2.50987946334554	0.166040993784718	4.03369373291682	-0.388450725929943	-5.77256757442262	2.74580186371051	0.338541711941726	0.198457672396916	0.959835875463022	0.195847273698589	0.973081691093889
15	6.79035596508863	6.1935177438052	7.32765860742711	0.980099086888814	1.50614642495173	-1.73335401626258	3.70881794441423	0.194617619254966	3.11197953754018	0.635555678428331	-1.69259577217927	7.15106644371526	0.230502694730851	0.0375938719498377	0.959763844001397	0.033355371188157	0.971834466661569
16	6.38123852982345	7.02723482454572	6.18818094579291	-0.586632357206787	1.2874788580946	-2.54254239525237	2.50978146084951	0.197191475880121	3.2751307486625	-0.36032473058187	-6.07998118680279	2.99538952130333	0.324090171567859	0.332640753412677	0.961655700940359	0.174945951408179	0.972409667889479
17	5.47829232732943	5.47629005136867	5.479356002015	-0.508182827751517	2.40304332910418	-4.40067292745017	2.94408496188283	0.189420521631597	5.26013380726784	-0.226507081983727	-7.83695118030334	4.50739145639335	0.429809376674308	0.366416686280709	0.962339721367096	0.567745060435761	0.978511711018205
18	6.53622682015592	6.70016407921606	6.4966528223111	-0.0283617690109921	1.593738142631	-2.32508544094456	2.59821179870786	0.169569633384796	3.05892644015244	-0.0206154333218197	-3.91900792606043	4.88748778799032	0.487847225276479	0.809068698303053	0.977331919026835	0.950262078548134	0.995863611653724
19	6.01096421713009	6.37618691198086	5.67642536484538	-0.211456024291805	1.79064225183064	-3.91830377687413	2.67976116369736	0.172945362732852	3.49599451000454	-0.106586532770831	-4.68525934158392	4.37784598968297	0.454861122541953	0.727040570183911	0.97038162795114	0.623611416771956	0.979842644451863
20	6.63582015070634	6.83962401217118	6.50398080705432	-0.526900720778158	0.828419799769341	-1.93847616370515	1.02768157635845	0.153548761724292	1.83413071910582	-0.611676628549599	-5.71890174494539	1.84907977787588	0.262152854990715	0.035974468777258	0.959763844001397	0.061444541947864	0.972007554086158
21	4.2085908580069	4.03098570106473	5.06446677086519	0.888559139852712	3.52354089482154	-5.65591278702288	7.79032897586562	0.386686169399979	8.25110627568731	0.253690812971569	-3.23792759313003	4.78639137307584	0.390625028852714	0.353606155606271	0.962821274857198	0.420350769481394	0.976479206448901
22	6.21471918711654	6.58409859143186	5.98580660514833	-0.463970676431086	1.55375367420999	-2.7487224589434	3.13562044924437	0.130335445231847	3.6139317052254	-0.261369196085087	-5.41478610583579	3.97072173146279	0.366319480606335	0.65844699887332	0.967407777615729	0.323524894570112	0.974661443579404
23	5.85839107078298	6.74773483353908	5.80307174594354	-0.295809165721558	1.57418627437184	-2.78940993996996	2.58511216384173	0.143954269611472	2.9577366041075	-0.217234257637849	-6.44521985298425	2.87465190238756	0.386481832384535	0.279221377362984	0.960823889323129	0.362486068398261	0.974597545197513
24	5.4319791319653	5.47914693279393	5.41328485977986	-0.187128502723499	1.6566156942794	-2.87564895540183	2.55213334222582	0.199401731931976	3.1013908124485	-0.12165974967756	-4.09018573084769	2.87720860454276	0.457539005506029	0.575317640533813	0.96585842321224	0.673589490452802	0.981706709649925
25	4.32590784664301	3.65463744314872	4.83849953466679	0.487112374622924	3.56589214475342	-5.64585134816854	5.15066426299759	0.293301851753442	6.32979112215885	0.139382502511748	-5.87666882722477	5.49587325994789	0.412478358821251	0.860087363137161	0.980997403343634	0.484787486787803	0.977021485516052
26	2.91577728072678	2.72126327019905	3.01461706968673	-0.207491640986224	4.00175670281281	-8.18657502955404	8.92627747831773	0.514360766579004	10.0143592508935	-0.0411567677429351	-5.42465581713094	4.09475365250159	0.475694450563809	0.767895904383862	0.97437764348613	0.898138588390552	0.991716526506397
