td_A_700108167	td_A_700111302	td_A_700035379	td_A_700015263	td_A_700014609	td_A_700095219	td_A_700096424	td_A_700114332	td_A_700113104	td_A_700024245	td_A_700096706	td_A_700113602	td_A_700105837	td_A_700101777	td_A_700032228	td_A_700101587	td_A_700105885	td_A_700038395	td_A_700108602	td_A_700035937	td_B_700015197	td_B_700023496	td_B_700016346	td_B_700109113	td_B_700102964	td_B_700106068	td_B_700106933	td_B_700109756	td_B_700038485	td_B_700033928	td_B_700095530	td_B_700038959	td_B_700109927	td_B_700033732	td_B_700095780	td_B_700015720	td_B_700024790	td_B_700024192	td_B_700016125	td_B_700024638
td_B_700015197	-0.113232499232404	-0.103818983255013	-0.0813865285061725	-0.0931042921911954	-0.165265111412755	-0.117657225251543	-0.181711795627789	-0.125187656001025	-0.18058932469494	-0.127977536949202	-0.153910153201418	-0.186449315150887	-0.141782079683487	-0.157431994469906	-0.0746277977208232	-0.138054420312807	-0.0884276179415226	-0.119913295124133	-0.113813521233166	-0.191334774632844	0	-0.155652599777079	-0.103942252287865	-0.165360820886794	-0.177253492482384	-0.180149470277108	-0.0907008921511314	-0.141806692971472	-0.151706891723055	-0.0950637931564564	-0.133970346645397	-0.14734118016995	-0.180564936810485	-0.140026926488137	-0.183917888268483	-0.136082824253164	-0.184980336140896	-0.152585199521532	-0.237662467543675	-0.118449437551593
td_B_700023496	-0.124030409930016	-0.121088283969662	-0.160691970220266	-0.183466434098349	-0.263197435810388	-0.100114373911633	-0.123216104977876	-0.145135479277474	-0.0968870370699026	-0.14079116052833	-0.138644112777892	-0.118603417382433	-0.107865243400218	-0.12486965082319	-0.16631417720842	-0.142877997191163	-0.142488327538934	-0.149712157326668	-0.142941308149806	-0.139203209772968	-0.155652599777079	0	-0.2042022029919	-0.148788424085949	-0.158506480912091	-0.0956982366539372	-0.123845758053633	-0.132010216663111	-0.146816004335187	-0.128454963120082	-0.137306272854628	-0.0978851658406754	-0.0953607203823116	-0.158616722164149	-0.158616222015869	-0.171648467093708	-0.074253108791051	-0.103325318050097	-0.166391087128295	-0.115030809767278
td_B_700016346	-0.172407044422255	-0.135189076618224	-0.159669543927112	-0.131321952849835	-0.166980304149677	-0.145349764615317	-0.231805092336806	-0.18923689297579	-0.217132539597069	-0.190822343290561	-0.206966736070668	-0.237261014540087	-0.205433330852656	-0.207617947248458	-0.102219745501754	-0.200083128239459	-0.143860712916705	-0.178470767079479	-0.177891527238173	-0.24818439712875	-0.103942252287865	-0.2042022029919	0	-0.21891498758988	-0.22986376342528	-0.229455679373288	-0.125366223945091	-0.189014974478706	-0.212025678540681	-0.155477614542252	-0.188049027834605	-0.185050780861973	-0.221097967241412	-0.149107046882138	-0.236493430755715	-0.169533547603235	-0.226213867794838	-0.197298996060877	-0.202831957243918	-0.163198769225665
td_B_700109113	-0.0765007209197682	-0.156497916936557	-0.158507507727797	-0.197439511513174	-0.277602841636599	-0.15961265140247	-0.0393705613029644	-0.142801043155748	-0.175678194637702	-0.0720513751669854	-0.0640359213637243	-0.108723430366682	-0.140844937105094	-0.0717119579261635	-0.199145451612821	-0.0620073751366924	-0.123470380142987	-0.098462691677222	-0.0988474156288234	-0.0898376844087923	-0.165360820886794	-0.148788424085949	-0.21891498758988	0	-0.0334930112120203	-0.160841887358192	-0.157030631880158	-0.115647062959913	-0.0984316624943388	-0.120055145061613	-0.0449546952106467	-0.10705544240466	-0.182418795781834	-0.201799413091183	-0.0443255010744094	-0.23360144953905	-0.17672678899645	-0.101869861960552	-0.263877018857937	-0.144017887806137
td_B_700102964	-0.0840902568422072	-0.171008967578105	-0.164596073638163	-0.21381162720731	-0.293350800900285	-0.167054753586779	-0.0504958404712177	-0.14898222827507	-0.185749462249547	-0.0751049336915496	-0.0853441715976626	-0.109268247230312	-0.142649673172178	-0.0902830703632123	-0.211227498133209	-0.0659793167172923	-0.135749467736556	-0.103292457570071	-0.105357480209637	-0.0877936552090058	-0.177253492482384	-0.158506480912091	-0.22986376342528	-0.0334930112120203	0	-0.171865578379609	-0.173207289225285	-0.135181464884571	-0.0942844158659117	-0.128726026453203	-0.059484518754202	-0.119407932336098	-0.182061446920913	-0.20446778645639	-0.0366632785219917	-0.249650928202221	-0.183819195915762	-0.117212650316474	-0.273503731062824	-0.1574947958989
td_B_700106068	-0.147252782719287	-0.162758894061808	-0.172192617229601	-0.190762280807197	-0.26796915014697	-0.121516908392067	-0.148963408225386	-0.148639989344311	-0.0923652796708282	-0.15872372320835	-0.162471509460787	-0.120430450961513	-0.124707383972533	-0.141246688471471	-0.20288326835306	-0.156857756975989	-0.163474595963235	-0.164455548467944	-0.162246753110118	-0.152523033856463	-0.180149470277108	-0.0956982366539372	-0.229455679373288	-0.160841887358192	-0.171865578379609	0	-0.165505538989436	-0.147365348786133	-0.166545841358276	-0.154570740169724	-0.155986719880164	-0.130911919679284	-0.109872609471712	-0.186804938488979	-0.167797013146213	-0.212605665474957	-0.105084823690393	-0.14035399709805	-0.161965336865583	-0.111265908241144
td_B_700106933	-0.110965331743191	-0.0615894980423062	-0.129523990007213	-0.117100049664953	-0.184134609985739	-0.0983561492562937	-0.162707715839547	-0.140632240067987	-0.143591310838513	-0.131199468916032	-0.128075416698058	-0.17095264515885	-0.158017342160762	-0.128214725960744	-0.087503128655701	-0.144358154730265	-0.0800204355573968	-0.129575411993271	-0.122468989925165	-0.182770020899362	-0.0907008921511314	-0.123845758053633	-0.125366223945091	-0.157030631880158	-0.173207289225285	-0.165505538989436	0	-0.112642766596327	-0.151360061739042	-0.0891564661333137	-0.128816413295572	-0.106915303044044	-0.167354360070759	-0.156388826724575	-0.178423591455388	-0.124037603586012	-0.158898642395636	-0.10157917415142	-0.203884803248258	-0.120855211298312
td_B_700109756	-0.0860641405264777	-0.109138428181553	-0.141241005525421	-0.148711389107358	-0.231371758334841	-0.128848725823929	-0.120868075134518	-0.128608937887424	-0.151763129615248	-0.103578836315958	-0.0956322255814166	-0.124004089305787	-0.131085195147969	-0.0863793394356411	-0.157639252926804	-0.111025451360613	-0.0788354972563781	-0.112933054687101	-0.0956363981120999	-0.148248726332142	-0.141806692971472	-0.132010216663111	-0.189014974478706	-0.115647062959913	-0.135181464884571	-0.147365348786133	-0.112642766596327	0	-0.123904341776109	-0.0895759892754815	-0.0985743877055463	-0.0891167523242956	-0.17465546128304	-0.188624978740958	-0.12377725073094	-0.177969046460571	-0.167476926051107	-0.0886622280885492	-0.218862958406	-0.106741620317733
td_B_700038485	-0.0790233056132488	-0.152854838171426	-0.130919236311992	-0.197790454742106	-0.277054729699214	-0.151081900500152	-0.100297961390906	-0.112831768529682	-0.177004057797895	-0.0547959705324311	-0.116451764038347	-0.105821960604739	-0.110185997048228	-0.10744459818987	-0.186667349266712	-0.0716431836661513	-0.112013894107593	-0.0625240694633358	-0.0814830837219852	-0.104235587165345	-0.151706891723055	-0.146816004335187	-0.212025678540681	-0.0984316624943388	-0.0942844158659117	-0.166545841358276	-0.151360061739042	-0.123904341776109	0	-0.105328684338005	-0.0902634470437388	-0.113649305137376	-0.172484205319588	-0.164702902386983	-0.0966594389989087	-0.233136421171091	-0.169698808876343	-0.118059327388254	-0.26600011595426	-0.130103869505504
td_B_700033928	-0.0684579267937792	-0.0823550740251199	-0.105265614052775	-0.133784890546966	-0.210195228719942	-0.108201137146706	-0.128614017354096	-0.108042870339058	-0.156447054522687	-0.0838958805159204	-0.10177928922493	-0.131689777119657	-0.117288611238115	-0.101137972302775	-0.121573432252639	-0.0940744517719898	-0.0613130983239136	-0.087640386731969	-0.0715092844695765	-0.143495557896706	-0.0950637931564564	-0.128454963120082	-0.155477614542252	-0.120055145061613	-0.128726026453203	-0.154570740169724	-0.0891564661333137	-0.0895759892754815	-0.105328684338005	0	-0.0925862914413373	-0.0906661238418767	-0.155037753913767	-0.135877093678238	-0.132928535483495	-0.152589051303501	-0.164270399291362	-0.0991016865567253	-0.22652562282218	-0.106511132782227
td_B_700095530	-0.052090133772839	-0.129683551650304	-0.132712712318977	-0.172454903954522	-0.251558750914013	-0.135407722222952	-0.0595454629745565	-0.125967213416905	-0.165769263511088	-0.0581874867849691	-0.0501268340830099	-0.106410492485346	-0.12295915697732	-0.0536841337206086	-0.165215725677759	-0.0473515871351148	-0.0935315841247308	-0.0815574117424498	-0.0747519086877754	-0.0839683139551945	-0.133970346645397	-0.137306272854628	-0.188049027834605	-0.0449546952106467	-0.059484518754202	-0.155986719880164	-0.128816413295572	-0.0985743877055463	-0.0902634470437388	-0.0925862914413373	0	-0.0892278724950695	-0.171869881649153	-0.178770578243039	-0.0649514712620831	-0.209744888577703	-0.169153815313748	-0.0770307935826008	-0.247391461009544	-0.124593945018811
td_B_700038959	-0.076473793069511	-0.100427339366885	-0.160730281571596	-0.179677215698475	-0.255680246064848	-0.0921452611515595	-0.0987782857867418	-0.134482396550729	-0.109871113354105	-0.0942605804132117	-0.0877645111245592	-0.0907238154686519	-0.134847677829816	-0.0744437124338497	-0.155140021404401	-0.103822575784457	-0.0991131935519113	-0.108744245389705	-0.0960208399359091	-0.108096817695137	-0.14734118016995	-0.0978851658406754	-0.185050780861973	-0.10705544240466	-0.119407932336098	-0.130911919679284	-0.106915303044044	-0.0891167523242956	-0.113649305137376	-0.0906661238418767	-0.0892278724950695	0	-0.125763450278976	-0.166213138564871	-0.122012492247504	-0.169739115133048	-0.140980429241825	-0.0572329373332842	-0.180648193072146	-0.119730348337336
td_B_700109927	-0.155777287889682	-0.15122075062993	-0.182239893014132	-0.213339808465325	-0.299929193382494	-0.100070211973435	-0.157084579540433	-0.157204500637361	-0.0727135452625665	-0.166168048877138	-0.183590077421645	-0.126550754356634	-0.137959070159458	-0.153801023942846	-0.182592497602333	-0.172376618428376	-0.171942045444375	-0.171547878691627	-0.172772534044111	-0.14341336730032	-0.180564936810485	-0.0953607203823116	-0.221097967241412	-0.182418795781834	-0.182061446920913	-0.109872609471712	-0.167354360070759	-0.17465546128304	-0.172484205319588	-0.155037753913767	-0.171869881649153	-0.125763450278976	0	-0.173449101969897	-0.186125108257804	-0.178413717710325	-0.120108911871332	-0.144629738079866	-0.164566411550096	-0.144773062059147
td_B_700033732	-0.156163340775422	-0.154865643433537	-0.142704222926482	-0.179096853663894	-0.215831195605492	-0.147442642106322	-0.19594042319836	-0.158264594962695	-0.184607926901415	-0.160876885344099	-0.187389465439827	-0.197261235294246	-0.144501542363512	-0.185978251626133	-0.166589023727975	-0.165079954711826	-0.157537273675119	-0.154282367810475	-0.140697684009008	-0.19734759970104	-0.140026926488137	-0.158616722164149	-0.149107046882138	-0.201799413091183	-0.20446778645639	-0.186804938488979	-0.156388826724575	-0.188624978740958	-0.164702902386983	-0.135877093678238	-0.178770578243039	-0.166213138564871	-0.173449101969897	0	-0.210854082100275	-0.19915227193292	-0.177651348272352	-0.179056268580106	-0.201172915096368	-0.143842443743209
td_B_700095780	-0.0920939891666654	-0.173781560403667	-0.163662144920779	-0.209252988703002	-0.292818505080419	-0.173433534721268	-0.0553812945167629	-0.147389697442855	-0.189044076137178	-0.0800287562583451	-0.0871846883531111	-0.109032369820281	-0.137104726685488	-0.0883226832130611	-0.21643094356331	-0.071786928925758	-0.133019656249267	-0.105270564219272	-0.108936143113259	-0.0926292123699636	-0.183917888268483	-0.158616222015869	-0.236493430755715	-0.0443255010744094	-0.0366632785219917	-0.167797013146213	-0.178423591455388	-0.12377725073094	-0.0966594389989087	-0.132928535483495	-0.0649514712620831	-0.122012492247504	-0.186125108257804	-0.210854082100275	0	-0.250379837045828	-0.185059245171588	-0.116050387311153	-0.27895531303523	-0.15399488178028
