rab.all	rab.win.Healthy	rab.win.NASH	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Streptococcus	5.66751257531687	5.75166707054829	5.5423227996786	-0.179150172019879	1.64610572276193	-2.93689358433903	3.18176337560488	0.269842309185348	3.817866609741	-0.102151661317321	-3.57145987897231	3.54815302627258	0.4573845168038	0.757194202486057	0.859723735841839	0.595968859614784	0.761256350019142
Subdoligranulum	6.45942666592109	6.61008835688323	6.12771000762005	-0.45998128346614	1.42414818499191	-3.01986347622299	2.42760373807664	0.22614010490856	3.61824542551561	-0.289917124830306	-5.09249180648776	2.61223007077669	0.365647370104901	0.164866620209861	0.41288503078924	0.119686048827285	0.352831743652361
Succiniclasticum	-5.31649258938755	-5.751406285308	-4.82005871508637	0.505418102099884	4.58876272070129	-10.6961470075923	9.707662551339	0.77464566299146	14.0160840262786	0.0986033813556937	-3.92171699982638	4.35374926643876	0.45507812659961	0.626970879351438	0.771918745526328	0.53655210692755	0.693424128083141
Sutterella	-0.100311466632287	-0.0669404330384298	-0.151459305086396	0.107576742558495	3.36495070204151	-5.59502383462068	6.06737199148293	0.500777720409159	7.09176640641844	0.0304159826655277	-3.41860009025113	4.40483817224047	0.483072917265239	0.628941706147329	0.784576067738997	0.83731322860657	0.900756111587181
Thalassospira	-6.70195825983358	-6.73895714783271	-6.6665815233898	0.0472446475106061	4.93814082480353	-10.7143772477741	9.64003794394343	0.813902323020184	14.4404264604066	0.00815275580756398	-4.58459259021071	3.75154936663723	0.495442708494316	0.564166430058084	0.723505122672421	0.602446966742398	0.740791415953228
Turicibacter	0.492018207454778	1.11821218496783	0.0131432980383668	-0.746451172334074	2.89558692541037	-5.54658622515964	4.25657766049306	0.451581407518515	6.320200848409	-0.25192543386467	-4.60923907915563	2.75026257364928	0.39102147443286	0.193861534545684	0.44222208769568	0.225672589336645	0.450217505959483
unclassified	8.36604973445469	8.50796767444917	8.2155544132508	-0.308976125922947	0.720838336700839	-2.03713651586699	1.0162604277787	0.121459465904955	1.98866561139048	-0.372168934712363	-5.61078116102809	2.31517246581418	0.319453488130535	0.0325874027347402	0.209058325783122	0.0339662172487028	0.23679406979468
Veillonella	-0.0508739951110346	-0.181716513025552	0.164083517028458	0.210923670787341	2.45503008971122	-4.07588417516352	5.68580521991899	0.360320734333352	6.7547167020227	0.0835042692326288	-3.39624714652249	5.38899382937609	0.457682293172166	0.483679514147533	0.687131632290638	0.659916637956485	0.797531435818901
Victivallis	-6.90868076870685	-6.8964250614018	-6.92514074393583	0.11172607099863	4.26982426325701	-8.85848342431416	9.0126133576626	0.714431120570471	13.2957045079364	0.0221077997557903	-4.37796222802015	3.96617454823221	0.486011711619397	0.512348523339692	0.683302425482768	0.552359292820533	0.704753804115574
Weissella	-4.66668280974026	-4.93612495332082	-4.34285508715857	0.544192999634421	3.80549343940804	-9.58237166077795	8.43164711208622	0.621915669802977	12.6813939115252	0.114710969878911	-4.4544680222294	4.46408368713452	0.436848960600068	0.586245336076181	0.742822862403484	0.477410213419125	0.651330494418265
