rab.all	rab.win.Healthy	rab.win.SS	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
0	6.44416005403377	6.60795365300984	6.23796968903785	-0.206911363464593	1.23215666156592	-2.10782721381517	2.60778517137969	0.131017400427338	3.06391303137944	-0.171739775325588	-4.71511054634731	3.81959680605559	0.431250006336338	0.758186285397427	0.942556060222357	0.508902092749387	0.79287978066149
1	6.10443257075423	6.11620266305961	6.07891539418796	-0.00465950890588651	0.987863283394654	-1.42098285435918	2.53488768450662	0.139121823259277	2.74839712642734	-0.00591205577929831	-3.61047941539337	5.01218132530699	0.496875000282581	0.521640160312057	0.882420980798405	0.908967937537641	0.956377897263382
2	5.62609682053641	5.94602457649109	5.32453143055238	-0.671559722585557	1.2265695570989	-2.83740527768919	2.12670936447226	0.194370315451048	3.34614302862126	-0.481018757158376	-5.584281937319	2.87787458193211	0.292708355967486	0.0401324080265623	0.32367068322363	0.0253094944279302	0.273802460256248
3	4.96046150990145	5.3077462604153	4.80574768930075	-0.185489556205199	1.48474033857231	-2.62970895545322	2.86300408520689	0.241792758151439	3.4079434464905	-0.100955849849226	-4.17495408741831	3.48960870550491	0.460416670268461	0.724112499947507	0.936369244238083	0.655786553267316	0.849823741478288
5	5.10932503729383	5.20282265455106	4.93391367287037	-0.308730041273674	1.05132614771213	-2.3817578373853	1.38285272029955	0.153872767517196	2.75209268999431	-0.282236627398224	-4.95995524210175	2.72689084830763	0.36666667964596	0.0524498674909257	0.378278659009022	0.186503341511313	0.640758152284444
4	5.07416652430845	5.27114730080691	4.84495973346923	-0.479247930214476	0.971252206862803	-2.60133549207433	1.24670726515874	0.138879551567348	2.83392833430936	-0.418780878272243	-6.17452435538793	2.22010684015588	0.3052083540985	0.013862229422123	0.220919087239477	0.0555657578591177	0.386418017776775
6	5.17558556156907	5.3039476406964	4.80877820397552	-0.528308328768657	0.848128597336965	-1.97596347576715	1.21806328557204	0.121834353798933	2.12146164557856	-0.580583193004691	-5.86950928660343	2.08795998516658	0.269791693082342	0.0152102798733187	0.224833565421567	0.0183757330898644	0.256176455703022
11	4.94480338207464	5.08604625382631	4.35185356428234	-0.717472444744053	1.0942491810858	-2.54821816012119	1.46955464843346	0.175482637761592	2.64500847654246	-0.622407407388791	-6.87435395472523	2.30411687367179	0.232049981890484	0.0151555865298517	0.226054075561434	0.00453008963019451	0.204694775805124
7	4.29921837304105	4.40428140209107	3.83504292883469	-0.511699280473514	1.66102884423785	-3.28768090502792	2.52425319143209	0.196117000268931	3.68132455230349	-0.280627196977756	-4.51843844647419	2.74509647650144	0.384375011045782	0.177184354739996	0.639326713536986	0.192602010357232	0.647267970987302
8	3.98929645370177	4.47986836935198	3.88615537730157	-0.131345270288124	2.05800555073005	-3.80577407068998	3.59342730098278	0.296763479276922	4.3992444863275	-0.0657778022685273	-3.62858895115464	3.75213064087466	0.471383977616648	0.681344868035366	0.92991254735762	0.768626816178064	0.894265020005833
13	4.40151206777971	4.55335204903792	3.87920897346066	-0.73313431116337	1.03436412311759	-2.96685456861755	1.52511572380011	0.122679071736983	2.91578691513962	-0.651086975293878	-7.45153472220927	2.62892570216313	0.211238332540358	0.00342272767125371	0.164189393499649	0.001721975040946	0.191292410068276
9	3.99691613969155	4.23181127496737	3.72680047136027	0.108799496124226	1.99795579403946	-2.58359770978491	4.2129902873587	0.256555727188454	4.27604099698585	0.0532932815213808	-3.07924098892533	4.356947253135	0.49011446499226	0.573507391096516	0.902752270621839	0.938455540637355	0.971814038633723
1143	3.99417673058072	4.38083061351612	3.69604257736778	-0.318909093338998	1.38250101878831	-2.50059130334414	2.37124483498616	0.198402313531053	3.18051615878333	-0.237195877456567	-4.49560272407344	3.03411139668073	0.397502611111309	0.303717559646021	0.765717607472696	0.267100455179719	0.698173534016929
15	3.34738918685535	3.23985555510572	3.458359074458	0.190202013612718	1.27384736344129	-3.85097973721936	4.82220173474165	0.173412279027961	4.9123672454453	0.0977381145954056	-5.19011916310637	6.76998554951376	0.420833340675847	0.618341962589075	0.915058057708146	0.396267969915099	0.751258267881298
10	2.37898667963905	1.68383639747226	2.69421399460697	0.533856616520538	3.62819930221547	-6.32240910488343	6.10111378369427	0.411750346727302	8.28491608997917	0.134451186676431	-4.79773537254839	4.33338301434387	0.464583336551943	0.933732144405684	0.978899491601879	0.665047571561605	0.85383311014269
14	3.71166600819582	3.94888746540624	3.43130935452928	-0.398533778816033	1.51860831530189	-3.67579662673331	2.8558874463783	0.199850529498635	4.26276973442676	-0.223113164595681	-5.46519156054802	3.54444275676831	0.385015619695791	0.418486330607516	0.823885678924734	0.271282650811295	0.700253951645153
12	3.79473912619881	3.90828589120056	3.33413903167762	-0.542768708151338	1.70858630164309	-2.78736377345917	3.02736760065358	0.210824408954013	3.91980937635092	-0.304214441081766	-5.17638484363318	3.23823942319741	0.395833343179694	0.387258906993368	0.806699940693104	0.291428719212593	0.710193927081287
39	3.62323942998009	3.75759937128798	3.31009467094159	-0.32912640306246	1.44682114522757	-2.61738013684773	3.57857756411362	0.213766287125085	3.92119123687538	-0.184761497692554	-4.30685291607521	4.84569857052727	0.414583341289096	0.892636691354456	0.967573780402114	0.383632358477762	0.748673135537142
17	2.96736642735841	2.38491142421443	3.46494998601159	0.776904702728721	3.0314236845632	-5.24863833296313	4.79393414770459	0.277555152075629	6.56888142821065	0.236981165411534	-5.37989598965633	4.634666288132	0.403746106834445	0.644735808761356	0.921766945684404	0.346817192464233	0.73491289685353
16	3.98302164541477	4.17255019554519	3.44510636690368	-0.431922954589329	1.38835538746793	-2.61719648861149	2.51087826310338	0.169023730011659	3.43693348833473	-0.290702047878978	-5.24935343271656	3.5315661481719	0.369791679296965	0.314413943330542	0.772516429499158	0.164462582145616	0.623596534143259
18	3.82140185897339	3.94743140608982	3.51577662301995	-0.277757765898655	1.51290442800385	-2.75463707845042	2.83164446463544	0.212066024191847	3.55581799539017	-0.172849425430259	-4.28908017292396	3.31848361799134	0.416666674417159	0.619959428793214	0.914090499508315	0.425271170625356	0.762504875937657
23	3.63514931939609	3.93926630860058	3.15159443860192	-0.825716239949373	1.32275747008427	-3.19338118224011	1.6064457560111	0.152350323756133	3.38842335344746	-0.55768029706152	-7.60405391955139	2.25986373726005	0.290322603602501	0.00518606338328128	0.1712660803802	0.0243480421716038	0.270814489034793
20	3.73149374879487	3.90976360898251	3.37642945820257	-0.478377051302514	0.730259628215332	-3.22366707976317	1.33221584126399	0.119953445971291	2.99335815229145	-0.486225906483498	-7.06801350044812	2.83362522110186	0.244791697873334	0.0215740517765831	0.246746434732079	0.00615691721681867	0.209544073529733
1090	3.65428185907535	3.72390709398158	3.65111506331596	-0.0238797176714556	1.03535718170163	-1.73237875051207	1.75880700624349	0.174563256302305	2.25603047668827	-0.0209281300743844	-3.7795601741108	3.26137016641561	0.490625000848008	0.907364194100755	0.972385072644768	0.890144892444771	0.949493884350543
22	3.48764254846505	3.55389570146125	3.25097372275675	-0.191877381509633	1.48749541416662	-2.66648351670575	2.90565488981196	0.168458655738883	3.43213201039207	-0.140052211264331	-4.15422185022712	4.21394575750564	0.447916671427829	0.840852079186243	0.957766018944576	0.639093866782192	0.842566789153546
19	3.16261179507237	3.39221800070007	3.05068355942693	-0.265361529171506	1.55520031812974	-3.78628908967013	2.41825861816064	0.203207753796247	4.33486493673877	-0.164918909530354	-6.10355236239764	3.03564601603115	0.445833338289379	0.355986899676651	0.792551650075795	0.600534906110722	0.829492601454994
21	1.3113573683949	1.07307545356879	2.23826622548949	0.992036482916476	2.4798282807068	-4.40905644785412	5.91918627445174	0.382439773395798	6.7490092472767	0.354113228579135	-3.3618329817281	6.25374993978302	0.346514063157362	0.151819808759487	0.620368707328442	0.108037397349806	0.537199687614373
