rab.all	rab.win.Healthy.NASH	rab.win.NASH	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
0	9.47141244439081	9.62819031130182	9.4199886334781	-0.193718668592303	1.29139351291897	-2.11762479870045	2.66035409217859	0.174657971582711	3.20223164918874	-0.13354577064488	-4.55307353920124	4.90902239074908	0.445407292859073	0.908944138002078	0.983307112832674	0.605050825848334	0.948855950003107
1	8.79254522145167	9.17365375588802	8.66154714203444	-0.496042213536594	1.12461562741868	-2.32122398660733	1.83621650816065	0.161045960542203	2.99869961746175	-0.410961504822105	-5.28544099135931	3.09128898535849	0.322357069952251	0.255844741867812	0.909171055509818	0.141502459074695	0.862248991681072
2	8.31344972343008	8.97554454928644	8.14357026552871	-0.61959131487296	1.5876172041266	-2.93087844144949	2.87110738171764	0.163953303492144	3.84689076622936	-0.300983207356029	-5.16372317467496	3.48717772398558	0.38715280764326	0.547482853977047	0.942807087986209	0.38658417823196	0.925342551938572
3	7.70402070331296	8.32030507360127	6.95672886651387	-0.292896336428765	1.92064646278551	-3.0471943863972	3.77162861783833	0.173320668368497	3.86855624608526	-0.142710327831711	-4.08564219521006	3.77584182379635	0.428819462692929	0.685465106349698	0.960520117771159	0.598720563187569	0.947268570373386
4	8.42141947627936	8.64835469959417	8.34244638615695	-0.0591823044809674	1.5179331840007	-2.88649641905119	2.66456769640561	0.160346644576581	3.59612208590491	-0.0311670885531714	-4.2326317850381	3.86467623165193	0.487001736357963	0.825622218958474	0.974534293112055	0.914622500676862	0.985840384685806
5	8.21760779294952	8.79605455676185	8.06739980279444	-0.803632027708484	1.63409284572936	-2.99495176594594	2.5071823939185	0.190201442686777	3.9745942238199	-0.456504763013284	-5.55792682063568	3.18133735374488	0.32582327318838	0.261170953863321	0.910160010981684	0.176247226107912	0.875128400011839
6	7.96480470940498	8.37965283355488	7.72712721974536	-0.714061157265192	1.01089069448748	-2.46854649116373	2.22102564044863	0.1690121189027	3.23574463972605	-0.622426299144485	-5.6853201767832	2.55069429319932	0.237847313030844	0.123390149064702	0.846911904201654	0.0405006648163218	0.816208448644115
7	7.18689420731364	7.58682096330644	7.09719821853405	0.045731762662756	1.95660618340508	-3.7293681189017	4.02143275540303	0.164647079233868	4.15420150475982	0.0237068135762814	-4.35439720657958	4.92777633415022	0.485268634539735	0.925951364997293	0.985764147093492	0.95388453400525	0.993099344084679
8	6.34100354660505	5.96059532362611	6.42273796864156	0.448438570848201	2.26351569316584	-3.98794733423899	3.8207887576503	0.252112441834521	5.04961704619683	0.198941038490186	-4.44697404999272	4.77286396903323	0.389948035881236	0.712785208236076	0.963467517535333	0.361485258840508	0.92123193364833
9	6.63058747003098	7.21267586805556	6.04786203767117	-0.117527388354874	2.13960076377282	-3.52525337162483	3.77534151005431	0.15417039210925	4.6433990069717	-0.0564877230504946	-8.31065766488217	4.49824700036485	0.48180243090411	0.773911933605725	0.969002328141582	0.879828534463374	0.9803745410949
10	4.54588573811508	4.00536770525118	5.41109608624842	0.951680003001296	3.46696140610804	-5.23344108178326	6.06678711867566	0.485552837831767	7.04406784483049	0.232495144277941	-2.64090267600164	4.41073600749073	0.376736144075111	0.477215365851389	0.934110567737456	0.374509788784585	0.924129439991722
11	7.78887782264927	8.30398373463815	7.18571712549059	-0.89566594073656	1.3363731424856	-3.06981279688862	1.72729021098658	0.163789375587155	3.04568936144462	-0.617464552606753	-6.98568707478606	2.14108737038461	0.299826749442045	0.0373098435812457	0.821224132330649	0.0881393336081572	0.845000417906383
12	6.21909230106342	6.96269466569199	6.1660757202631	-0.120029618995628	2.25911249492227	-4.12872982561037	3.87856341501011	0.305656414526247	4.91691927953331	-0.0561670871000513	-4.11934119818818	3.26635592600357	0.48180243090411	0.929194860196802	0.986019400578186	0.917758079038381	0.986324388371379
13	7.27304868594057	7.75561946403973	7.14781979771884	-0.689439718761404	1.6704178751296	-3.21078600960128	2.35653664986729	0.169380339988551	4.0090603028211	-0.414990453190023	-6.1032351948575	4.18778086477024	0.298611171489806	0.290419612008435	0.913197414187678	0.130907737662753	0.858778924607775
14	6.20592740426292	7.03447247568837	6.05490636407469	-0.732814982406227	2.51704576618364	-4.89636075473052	3.64364158603849	0.212320336532571	6.28522038136674	-0.302332795155744	-4.67022615517276	3.64366196950569	0.417677664160633	0.469097526819044	0.933649490115911	0.503237083787124	0.936624377407855
15	6.81778928709182	6.42088995970196	7.34739705160982	1.02653734224767	1.84291706896643	-4.02370303834223	4.0637795991332	0.207127319844094	6.09891546419814	0.486047489179038	-3.31297438091093	5.51741268677975	0.266897821516321	0.222694207684908	0.902818637030756	0.0778009450640304	0.843598792495705
16	6.30316604093771	6.96146349763224	6.21676464342406	-0.31841347276265	1.47190425640849	-2.52537715763891	2.65308015257919	0.222258948383707	3.31228150419495	-0.213163244795477	-3.83830524900401	4.10945304786609	0.409722245661715	0.709021836749069	0.963207611089723	0.466827061332126	0.932911758422339
17	5.50520878143764	5.50213526609767	5.50883797252712	-0.520569699007236	2.13522182523625	-5.32495897123231	2.89289187169307	0.191780098989038	5.48685586128016	-0.237334380454785	-7.61271661061131	2.44330114581369	0.398613544663128	0.240193181576504	0.908330764632005	0.504448420903492	0.936764119221429
18	6.55536320214059	6.80285460758664	6.52441771049356	-0.312286672424684	1.80484660898749	-3.55281626861806	2.4660566015278	0.149250018044396	4.2081321477856	-0.149083983290271	-6.65916557312289	3.51186504715274	0.442708347914911	0.600523688903404	0.950528504639989	0.727057013305504	0.962845171525225
19	5.70171118849093	5.70497638380337	5.69288242405698	-0.110615066907678	1.74482574112795	-3.71275196450433	2.73871913500375	0.213871625815974	4.03405921144754	-0.0670032689784316	-4.44314222024106	3.48683867564333	0.466204514563806	0.854917859728902	0.97781399766329	0.788381252084124	0.969910626900223
20	6.66953346803158	6.83268638296429	6.53065791511786	-0.390636772034421	1.12938270058076	-3.87357444616328	2.32622046081272	0.100191242915089	3.37447168341475	-0.302700767993494	-8.72149064828967	3.75040680887502	0.31770838613909	0.345433476998912	0.920506154391032	0.171917590691883	0.874172772267013
