S1	S2	S3	S4	S5	S6	S7	S8L	S8R	S9	S10	S10L	S10R	S11	S12	S13_T1	S13_T2	S13_T3	S14R	S14L	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38I	S38U	S39	S40	S41	S42	S43	S44	S45	S46	S47U	S47I	S48	S49	S50
S15	66.6231142949734	55.7904159932659	180.728680774904	60.0736440611416	35.8499617113	108.362611183415	60.9449990462214	41.797336267238	66.4295769439181	62.4106394575519	68.2773718929103	93.6181011347413	58.6445631095071	63.8011219137206	50.7940033452735	111.78716133661	40.212859556659	103.626446667822	297.683747194724	148.467465556336	0	131.940998084551	71.6822224207628	54.1834045973782	367.074339641272	134.533033012799	81.8729460849207	133.43096299615	499.851115901932	86.7943652665949	126.979625595145	193.335183201156	127.788143659698	142.388330119921	42.4011010814376	133.099597687407	104.046649656515	393.967977833218	153.94827997608	74.1996667129248	141.110988399631	83.7121405218394	198.542362220429	18339.8739913526	111.673381602096	81.5604656395502	276.087438795217	123.595901447674	143.699973767368	81.4744912217849	116.112610598167	97.8488833515154	192.384265491311	39.452859214176	92.1588189905207	112.708690886109	50.1049121797487	168.891804530739
S16	115.53851274467	162.88230730456	104.227743081589	148.243555148926	133.835924347638	186.038248172168	138.998586341778	143.325258797204	157.623715866269	154.120414774884	158.161278674537	133.923128685656	155.333366539243	149.501880788381	143.962314059338	164.215321770046	135.279985176711	155.39938866691	207.454087869948	133.58691427627	131.940998084551	0	88.0181270060085	145.156097024346	263.761563414049	152.393850105678	94.0450142639991	197.07387098605	421.830887854281	179.015053048785	181.578922316893	138.798042900243	108.083159060554	147.476747022179	135.689143780714	200.977993756257	132.235453543078	358.903912981868	71.0667244491341	176.279632065742	69.3254501964176	178.906533367588	204.870875254675	18305.6753677101	186.245021472794	181.253888331135	179.7892852218	176.757915922306	57.6004258947863	142.866206506536	62.6556393136311	127.732180807419	211.824403431803	144.404600722014	169.815590195847	170.685646599461	160.598937754373	116.381695711838
S17	45.3400541308707	95.5350502115583	132.411475592324	105.894077159707	70.2528499216818	152.74837556589	77.0791610740253	84.800198963175	116.21533315749	107.197973737595	88.7929549677978	72.3421415521565	103.242975020688	78.0148071639632	100.527161743588	101.278367958471	81.1478485374523	82.9764790533832	239.683536715374	97.2911198402395	71.6822224207628	88.0181270060085	0	94.165014620743	315.081338580629	97.0576890676304	39.8301923687616	118.220770622195	448.814090621118	105.988048026871	113.377317842649	144.414079190804	79.1432698925856	114.696282182816	86.0020514714258	130.362957313429	69.4722327713166	363.027452332615	103.747229102678	107.239828766047	96.7679088685002	113.624838903073	173.857162285523	18309.0521172377	112.293077817922	114.255389556253	230.438396788327	141.314051070426	97.4130895143983	70.1051505675919	72.0939282572463	60.1541856920495	161.503948217578	93.4124847975106	102.319976108142	97.7050679670518	82.9002888958682	124.649319059736
S18	84.6975879030578	75.1525637899197	192.775909509072	83.800418728819	61.5095554679314	119.63772799458	75.1171302805429	68.8610063678484	87.1892699002382	81.7015628700032	83.7047287925629	104.487642994029	77.9033520857622	88.5084000941643	71.1264248366829	127.614974879984	66.4397089403636	123.631544537007	313.129704689218	134.914833408646	54.1834045973782	145.156097024346	94.165014620743	0	356.051612260433	142.48313466705	88.9212276261551	153.599388576489	528.935776882035	102.015852187754	149.85608098009	207.879616779975	145.779077361495	165.154424656451	50.7684838023808	144.733975587701	109.426867020401	405.890124769424	158.23979548106	88.658912748964	153.377166866855	99.8910075593616	212.626069780459	18351.951300877	129.719898916248	92.0638750466693	280.976150770519	96.1780050386306	154.06213226049	88.5792612095102	122.624246680469	105.986239314628	202.359551724293	65.3274564183982	107.722306765756	124.850351438404	65.1081389839674	191.682575168569
S19	317.273954705285	374.866328620933	231.951788735073	381.176452524157	351.062294372394	374.889017781016	337.583462522083	357.939005195024	386.728362559206	387.974796956857	351.912559341985	331.183576347983	386.86305718648	314.580525703346	383.329576586001	315.764466105913	373.603397802123	322.947483958112	253.762565339552	326.551939022474	367.074339641272	263.761563414049	315.081338580629	356.051612260433	0	259.529951732845	314.414083307682	352.68519425902	434.23167435685	351.386987971941	294.644187468282	237.664931987996	283.189382582197	321.09508501834	365.577657198061	345.024905858719	282.952068658551	338.762974282963	259.5529720551	334.880314397899	288.098762920316	346.961406401028	295.020987240526	18283.0234682148	325.996996349328	334.224030101128	287.445253518865	367.921558749413	285.614010369095	311.835323979782	283.265750586045	325.253323136466	317.922419351439	377.346863759552	321.053294699825	299.276112842803	354.749918952337	261.294132118642
S20	81.6589453776775	143.463494277724	197.346750350972	152.143695981965	118.043516611637	187.282811468415	109.900538106689	140.174725865284	169.6045829009	145.474978367014	131.781789834092	95.4941536220105	153.999124415905	80.3183937660228	157.678889592132	103.19233593268	135.305040836357	88.701338511232	243.754555412701	143.494558663978	134.533033012799	152.393850105678	97.0576890676304	142.48313466705	259.529951732845	0	119.779566465152	120.411829156492	417.956778316284	118.268146435972	67.2684143100884	124.152698746498	104.704255793161	131.344610208448	139.640936475761	127.787870914974	46.481378326647	273.759218283136	164.413866014794	105.39160064687	145.410954540464	99.6553370803338	123.420435717037	18225.8583417331	94.4561689268974	103.335061259138	293.480449924958	178.506122158395	141.915582535972	79.3501940012449	140.656300077461	131.20228039566	119.983701021609	152.777958874417	81.1428575663447	70.9987047365814	122.305958900982	140.484052167887
S21	65.9231293433362	101.02866485288	123.058061215309	113.59552635486	87.3592311127686	155.544477879313	88.4205045879387	92.0386356533226	115.339979597256	122.099746309813	72.7997925298886	85.4553501419845	113.912280395154	91.0097677541412	94.3750483454964	96.2338934323141	98.6744201213704	84.380945731181	256.813200603303	104.24021699692	81.8729460849207	94.0450142639991	39.8301923687616	88.9212276261551	314.414083307682	119.779566465152	0	110.011615538864	473.234441965964	99.6903812134974	133.596958762881	138.760612135228	77.3395895571228	109.607965726185	76.9081556776391	110.142361155295	86.5159147514958	384.168940668562	89.5226226946471	115.226921296984	101.37981134943	134.633356252073	160.453567001251	18330.7842583657	102.030443092685	127.182705597731	229.15183552751	138.926203866608	109.68206325581	67.7627484660653	58.8572707290461	44.7757223705593	172.280910036915	87.7530543950621	122.474949777185	103.028189483678	79.5624650019834	117.830369696976
S22	108.611208127746	140.872798506231	199.405473617908	174.332600988908	139.878588078699	219.842870110085	135.802626378196	137.335084135482	178.841996855561	172.357856375248	91.7799948155522	139.764149936281	169.322579695995	95.711062973461	144.923173941607	67.1868956936507	154.081268115727	54.6584390767395	297.246932945617	184.681611944687	133.43096299615	197.07387098605	118.220770622195	153.599388576489	352.68519425902	120.411829156492	110.011615538864	0	474.432499233554	69.9602603653329	119.003725544789	147.474806030553	97.9458169822756	91.7337005439632	144.389480860553	44.2897837743243	113.092289335474	377.137809105397	154.874517078542	114.518390278831	203.29627353284	141.087844517576	139.165992026174	18323.3453048357	68.1253203770579	127.221900405675	327.194652598255	209.19417647292	203.706955155039	82.6844757678775	159.168413791507	99.7335644036209	145.183700619318	136.53311087018	118.066262238794	90.2716101014396	97.9187271023814	109.786277375643
S23	459.58655721118	521.898963397882	405.939794521134	533.119589088632	493.925819842173	564.79356668687	497.621769698346	516.454126720124	551.95162599344	517.009453294343	506.560016897837	490.125681621823	538.683807203187	469.175266936897	523.131858056523	468.933213086967	515.048658953077	450.863196980726	331.672050091424	497.47952344529	499.851115901932	421.830887854281	448.814090621118	528.935776882035	434.23167435685	417.956778316284	473.234441965964	474.432499233554	0	483.322074391292	450.918199486307	395.767437830384	422.290959640109	442.350379818824	522.18053202565	489.068094323021	448.231274984445	292.640440955777	416.902673255553	495.368000431414	460.737942508968	485.989769300084	422.863822947678	18049.5509452551	477.85886854979	497.855351245516	387.527383080168	560.922236449569	425.661839873118	466.108466543589	455.397033405862	492.141476000322	380.971413032778	527.741025689192	478.156722350338	460.798142576282	499.488050479504	399.017090517582
S24	89.9925772951997	84.3371984237842	187.79032841862	115.884414006324	83.8304634880649	175.311285008715	87.5583486604326	84.8256609355175	122.807971964201	116.075766543292	55.002324387058	125.884103581614	112.591453787963	45.0714452988064	102.700845459326	71.5830910308966	94.3148677972824	55.233178468394	281.107959810208	165.718009427666	86.7943652665949	179.015053048785	105.988048026871	102.015852187754	351.386987971941	118.268146435972	99.6903812134974	69.9602603653329	483.322074391292	0	103.660475638547	154.485785151328	87.4710683861275	87.0295175674552	90.5620687315185	65.8176969233609	89.4322249912734	368.585880774031	140.883190648499	57.7829810534118	184.658849570285	77.5706361284734	148.744247924999	18313.2563708924	60.1797341425687	70.0072027186361	308.396476068096	159.770786186688	184.010751491334	52.2954390714667	143.981280855107	94.0941615504557	140.628527167146	94.858614712159	69.7301141386348	87.0032418930746	47.3510453982016	128.034470551956
S25	93.2273742942225	130.258532007883	221.549473936032	145.780378146741	118.143899154715	204.750027425914	105.222965285823	127.191020366673	160.133454051866	154.997680991377	125.022913755737	119.870561277967	146.071784169275	71.4526920261669	156.527106051499	97.7629726304963	127.019026395143	90.5239369222149	248.242426929385	152.275238631635	126.979625595145	181.578922316893	113.377317842649	149.85608098009	294.644187468282	67.2684143100884	133.596958762881	119.003725544789	450.918199486307	103.660475638547	0	115.708878527738	124.416116665838	151.494620849332	141.707949093794	116.631880078154	76.7396549086957	275.202779769754	186.916153598813	72.9909824263497	186.862629627663	88.3397919619958	95.9338487908706	18215.9391611684	62.1342424476681	72.9686579463321	324.652467261545	190.062492166994	189.199678985685	80.240231246373	171.23960596589	139.664006122185	125.094674322629	147.155540416265	49.8640456303964	43.1454929181184	112.406898981627	164.067703972642
