rab.all	rab.win.Healthy.Metagenomic	rab.win.NASH.Metagenomic	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Fusobacteriaceae	-7.13370749565491	-7.40088266042343	-7.00958662810997	0.361031777813598	4.21610650543833	-7.59744412527421	8.9564844373355	0.651653818917973	12.1296661271805	0.0716962481977192	-3.05851034167994	4.59014083907042	0.45833334387207	0.565796057496463	0.83003873833186	0.615180122702375	0.875966893094533
Lachnospiraceae	8.78968677177421	8.87707626821261	8.72742135078142	-0.176842248340326	0.568579853840411	-1.24456792338865	0.799800764892047	0.117741994122361	1.32075243988743	-0.277200976270404	-4.02039742684539	2.52121503644933	0.391681137633125	0.386061138482179	0.736631986774148	0.457663249096105	0.800660612603663
Lactobacillaceae	0.341582487356181	-0.0494687036694126	0.732198452880074	1.13699196951824	2.70535741763358	-6.15462778713915	5.97804341167383	0.352995098293098	8.56651955204628	0.376295105477082	-3.25993730295324	8.30576091705691	0.313691561951268	0.333067908034872	0.769073660768952	0.219591312325445	0.744631380195266
Leuconostocaceae	-5.49026416720325	-5.78359428991778	-5.15778600332874	0.421396462435112	3.98245683275135	-8.96654806630785	9.49953699544996	0.573330409543017	13.7788348918609	0.0880602439884935	-4.23578697230082	5.12066648626569	0.438474885654038	0.623808813832194	0.864016035777897	0.613801953657797	0.880838794154764
Methanobacteriaceae	-2.00375413824473	-1.83028841248808	-2.09193510466499	-0.518063771336213	3.56602247418896	-7.5585669467864	7.35924360093917	0.406560965031259	10.4667351862789	-0.118672477888173	-5.90389368161893	4.76606668169658	0.432291683990871	0.615689225051827	0.8815503037712	0.683917741507718	0.914204978325307
Pasteurellaceae	-2.74763323574739	-2.86768667631694	-2.07894339046232	0.373263440096222	2.60937019026076	-6.29769243102761	3.80553743313616	0.411169264925892	7.05308366294972	0.107908215374937	-4.35186839560044	4.00166462755264	0.455805903696695	0.778271049681555	0.924890617748268	0.827899533709325	0.952324479094051
Peptococcaceae	-3.84544606275816	-3.91410710990323	-3.76424600176377	0.143859833403358	2.71097058765008	-7.52440864667434	5.09525182193737	0.445188090915238	9.94220584233821	0.0329745383520277	-5.72605221370263	4.62997130375951	0.478336227269803	0.728455088084476	0.910665374352125	0.737615591645197	0.925668808039429
Peptostreptococcaceae	3.41514994423141	3.55904864227541	3.28605254756379	-0.392353225464388	1.43023397838874	-3.19734240527943	2.06894621708374	0.188480973653016	3.58881186731873	-0.272143967610097	-5.50969627239544	3.54518487538501	0.364583370038731	0.359369314471729	0.760644833342904	0.359476654344108	0.791329222616025
Porphyromonadaceae	1.9975676854166	3.07142370626505	1.59628855681446	-0.540581403158892	2.16936067656056	-3.70495894171185	3.12582122656961	0.268972894552561	3.87353914261027	-0.253159456395064	-6.45860810377456	3.51089129611173	0.372617018499593	0.351033066353451	0.759561304435515	0.415066188648813	0.811054435436719
Prevotellaceae	3.00784405118145	2.87769015834821	3.06925605638504	0.874366344877328	2.82683963309332	-3.43379226563511	5.70275227924055	0.29045862902014	5.299416361186	0.34162125687913	-2.30794316029843	7.45758651885329	0.3975694712993	0.335766157915391	0.771220666292902	0.442381945647232	0.85483242775638
Rhodospirillaceae	-8.29222973076824	-8.77830451608123	-7.71631459256426	1.06166156810663	4.95182782436693	-11.9186847637417	9.50355494129761	0.862487553238438	14.6295460949057	0.174312338774891	-3.6275528666848	4.23297364731111	0.402777803156945	0.576403863735177	0.835269975302872	0.481012287828271	0.812067472916816
Rikenellaceae	1.52604729517132	2.24769183495633	0.867367189348703	-1.05027511910391	1.74132473947122	-3.88215304666001	1.81684843881868	0.171872699809613	3.4514427266785	-0.666556478965135	-8.3752772471672	1.68392779097993	0.194107574704116	0.0417252278916676	0.527069447814677	0.0298144918162333	0.587892099656296
Ruminococcaceae	7.70600341082046	7.80679378590708	7.52922630290494	-0.426600293828609	0.810011693332473	-1.99620980188505	0.754599547619203	0.119849995052016	1.80334328584112	-0.510252691017791	-6.25733142042554	1.57017127658148	0.273830227153226	0.0766130228438672	0.533628198634545	0.170168357184611	0.686306076586962
S24-7	-2.42930368030282	-2.3292463826361	-2.58632682000735	0.0492494955403524	3.89167210957275	-7.47788674734797	8.51444031502994	0.408145191374195	12.4340830156072	0.00853957926832392	-5.88144473308032	5.85921337007537	0.493934143632913	0.813867362923121	0.940352546682927	0.849091166186755	0.958709408493418
Streptococcaceae	4.16267452402574	4.59321041058918	4.06646300971063	-0.455941798661515	1.3557499443305	-2.74841566212614	1.7907498234403	0.219001934644007	2.66792494093833	-0.335815144661365	-4.78875481948598	1.98644132355941	0.360485306500261	0.245531623687991	0.718499928927906	0.325343459752322	0.784444565337127
unclassified	2.50287471213885	2.57040838918951	2.42058984933666	-0.174185886865057	0.89472639194514	-1.58769539789923	3.176627306738	0.152024717790051	3.89018802666123	-0.145474053159536	-3.67664563345796	6.32042164854771	0.41840279883358	0.842967606158999	0.950482027172791	0.613389585453247	0.870628753778956
vadinBB60	-7.93662734445557	-8.24726189073394	-7.35693144718617	0.987704207008212	4.51790030324555	-8.78619081578803	9.59507370475674	0.761541501956193	13.752903239928	0.196165502711682	-3.08891182108097	4.70220568225115	0.407279053497635	0.553212176615534	0.824299921994843	0.53279511220204	0.838314583721553
Veillonellaceae	4.45360252400998	4.6861876865635	4.08036252243593	-0.384855781753029	2.06406938918773	-3.78061154960736	3.33001176633268	0.343426059378664	4.13881279032193	-0.182297632587867	-3.97988084402792	2.89797646311287	0.428819462692929	0.597503627176817	0.876850530073103	0.639065679869666	0.903864999423496
Verrucomicrobiaceae	1.93657561458387	3.05957007655522	1.65804649885054	-1.99115515485721	3.4374468106912	-8.06746246502464	4.26864496530554	0.561702712076044	7.96166676681667	-0.551596604014528	-5.89230554307998	1.78682723606101	0.310225358788714	0.0982947260810134	0.5759375346512	0.166258808915543	0.715275875398862
