rab.all	rab.win.Healthy	rab.win.NAFLD	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Escherichia-Shigella	1.8438392400484	1.48672974254015	2.13810926904145	0.559314870799802	2.09092166798237	-4.09250038290671	5.02044308540253	0.321157028751933	5.66390943108102	0.234608216564979	-3.25462456173636	5.29916565009362	0.377021754647906	0.132357493069403	0.331827885691002	0.103592129285729	0.243260517848742
Eubacterium	-6.15280835485839	-6.44689048099595	-5.97077688667173	0.473663277522299	4.31707984445633	-9.56402297509304	9.56533294155314	0.695515889187857	13.9573165369815	0.0960330644781242	-3.99019226848496	4.27105497896465	0.443948690818881	0.558023646560746	0.700933438405135	0.495321383136254	0.607161348170893
Faecalibacterium	7.52979635283514	7.81795932025659	7.29769574164317	-0.43806631420592	1.07490854273417	-2.20853125579232	2.08297655996696	0.173823867773522	2.88308500037096	-0.363641477284857	-5.23052188765556	3.22449959924036	0.341885113310232	0.0835023765795627	0.265627844309865	0.0256061613395149	0.116482154157925
Flavonifractor	-0.142906942987377	0.106968870387723	-0.269268642084099	-0.371863288723268	2.13533771016766	-4.57838811371141	3.42049590529035	0.319003377646011	4.94759689133477	-0.181210335826191	-4.8838085197952	2.90749743319965	0.406023426953541	0.139988463054755	0.334023275025948	0.214801068423946	0.36178234985012
Fusobacterium	-4.23137926953188	-3.90922301305142	-4.4009379900187	-0.370314680024013	4.3205556182549	-9.25457357846063	9.64142907083352	0.64678923271369	12.9073549850901	-0.0686653559198286	-4.7762005973549	4.5292361399157	0.465959822316038	0.644829425092592	0.764980556131985	0.60890204368674	0.708026889307189
Gordonibacter	-1.0390533590743	-0.550271057327587	-1.26316916026672	-0.638692156549204	2.285264943359	-5.36682270191397	3.40400560092132	0.459776553882098	5.79342125283215	-0.263459406875282	-4.34985951188124	2.4704984431232	0.383156723783724	0.0802679391543182	0.247886447678038	0.113241248637958	0.249548491900837
Haemophilus	-1.36648469593909	-1.26883930990169	-1.484374631756	-0.208040749513763	3.14051224133399	-7.4466641456156	6.11495726822328	0.533307745600556	9.22674668186598	-0.0573308482026108	-4.26102937139452	3.46241394948974	0.469604016407114	0.604781990751409	0.753024068139679	0.666439668092474	0.762419235795279
Holdemania	-2.01847302727839	-1.5916489054939	-2.47106300378724	-0.988630703143447	2.06861412973435	-7.4959204246355	2.34604804603199	0.322830048228438	8.72851451842743	-0.41230719949081	-7.59519083817457	1.87682658352037	0.285554942673387	0.00219967813092746	0.040886872815561	0.00648912959995278	0.0576087268004536
Howardella	-3.41739618036905	-3.85036196026312	-3.11705515769033	0.483183322727492	3.22412998339837	-5.91198563855613	6.14445102934891	0.60092288431889	8.01814459161367	0.148560576660416	-3.2192518145405	3.58575547305788	0.433035716055198	0.540890698376106	0.696559823452049	0.370959829589257	0.504483120366909
Incertae_Sedis	8.62392017210485	8.71938938337754	8.53592269139925	-0.336986587154901	0.685289159128878	-1.84360756955004	0.662189839861898	0.116193377311077	1.69441396159047	-0.4514266159302	-5.85180911031134	1.55166708430821	0.296151707397088	0.00173778464122357	0.039011588019203	0.00645521682239113	0.0584007574142575
Intestinimonas	2.73309354094718	3.11367690762087	2.47613539804202	-0.740484300980153	1.3949584375708	-3.66227613382069	1.59241995131687	0.218830738617933	3.26702637136479	-0.509689144514581	-5.71302007956789	1.66137912046864	0.280133935644751	0.000880806462715611	0.0356297001994663	0.00204618659659792	0.0408473601977241
Lachnospira	3.68680531682842	3.69457926140797	3.68111019410897	-0.250155206655923	1.61795954395005	-3.8159403661417	2.29816240968491	0.260677475614542	4.16964269375751	-0.154891842510789	-4.99886296345463	2.64315708944644	0.43973214444417	0.16466085093917	0.367753435700294	0.397339239200102	0.536405735818753
Lactobacillus	2.0149159915521	1.12488111087147	2.2990230376318	1.54489497353893	2.63076709096875	-6.15737271955411	5.77298054982828	0.395552688520429	8.92614202738392	0.498101864720443	-3.19996736189285	6.10340390719016	0.280133935644751	0.0322170504129712	0.157481263021315	0.00184393213479523	0.0400679193870218
Lactococcus	-1.22912757729071	-0.963426613989344	-1.44647571349077	-0.808870289648522	2.36639403761118	-6.00558693025117	3.17852381727748	0.435762105634157	5.83081897203853	-0.313642016865177	-5.32836416828101	2.20525201433721	0.35917457172844	0.0271235162199901	0.138423768037321	0.0532790020715453	0.16388226712125
Leuconostoc	-6.0244727943534	-6.36292651684121	-5.8032007428044	0.48912889081911	4.82179279246641	-9.62750053979856	10.1311043886384	0.78449060845799	14.2229836052495	0.0946372328104093	-3.61928386971948	3.77907948044795	0.445312501436341	0.603999161431878	0.738617773584483	0.520102712065721	0.628373833322549
Marvinbryantia	2.76583702304656	3.07528049638729	2.61033773224583	-0.382790994512266	1.40813274441281	-3.00926006928173	2.35304148546354	0.253095109033298	3.44886223077065	-0.256066695845087	-4.53434216788589	2.60710426672893	0.388733968455518	0.177092424383121	0.378244764989504	0.155028361512611	0.305681318948156
Megamonas	0.899735397526744	0.54226039293808	1.2987767111247	0.575580584595711	3.41127116803253	-7.02649424577728	7.4048495872919	0.510382509560164	9.14508172358554	0.147884375999511	-3.73880758320926	4.31889329349424	0.439486895066524	0.66492787871695	0.805125938544282	0.403792827061394	0.544503406331306
Megasphaera	-0.266767202523063	-0.803825736178472	0.133833182127634	0.893279831405271	2.84398534474532	-5.28666271474198	6.48783982100182	0.491367353341002	9.01602311546347	0.269479908332262	-3.27973634162145	5.29755131496085	0.363281253834601	0.183207266865107	0.380323431971306	0.0556816165745709	0.174678009889486
Methanobrevibacter	-0.920726637457326	-1.47961586172856	-0.577916608848799	0.675675305467896	3.83384545168684	-9.28452782517566	8.15827514153865	0.588931798301258	11.4890829214472	0.14210707960379	-4.89471286692694	4.33714139532452	0.414389293976076	0.807516363455023	0.890231909200415	0.236186806362726	0.387870530757099
Methanosphaera	-3.15993035753016	-3.47019388335432	-2.95209522547326	0.360117320093707	5.16813555985872	-11.2264436524106	10.7305888024486	0.821464681824516	14.373514390308	0.0598645482878529	-3.66172262036787	4.65842343478329	0.466517858015643	0.764668044533729	0.861376115714802	0.674948639844147	0.769225037983337
Mitsuokella	-2.83641153452801	-3.22929317071501	-2.2266717712235	1.19865069947394	3.5288202848687	-7.46543699176318	8.51132365056947	0.531145758352789	11.6913321967695	0.26783346122907	-4.03645702403182	6.02919969805949	0.35881696826688	0.271875475883345	0.469217913615145	0.0680162916598152	0.18849648748477
Mogibacterium	-2.82248298883452	-3.49704091042358	-2.23067601470449	1.21619489249098	3.07938685893285	-6.1629303695946	8.15423597812859	0.572644358271695	10.7831252724492	0.329608371810361	-2.79067289889618	4.9693569893713	0.339843754631275	0.102791936944269	0.258798614682813	0.0334710138011629	0.12517007539335
Odoribacter	-1.62749687268761	-0.805298662387968	-2.11820984648848	-1.2382371098382	3.04627536271902	-10.9129587291034	3.97464138499807	0.452764150268399	11.0374735872947	-0.346160447997034	-7.28162288219242	2.32559243082886	0.316406255506777	0.0101254847273589	0.0803884700175593	0.00908922621911845	0.0720775987684424
Olsenella	-3.76358365843129	-4.49516230399547	-3.22281692909562	1.40828609913246	3.80987715394559	-7.01161975210887	10.5291909680202	0.669525058673054	12.6918488909072	0.32477458664621	-3.02334450273007	5.62501441835675	0.334076970812	0.0694262158826016	0.197648474978638	0.025380641548838	0.106097348040902
Oribacterium	-4.19559122157805	-4.51506393384569	-3.83402314220265	0.671883682002298	4.39554974404447	-9.52101985494549	9.35539558998226	0.725970640250915	13.4699620844603	0.134596010474751	-3.5127712623482	4.12042014433498	0.434709823152263	0.56024959610331	0.707235725880733	0.434964812240232	0.564362466642459
Oscillibacter	2.79578128579557	2.74896362262833	2.81025629522459	-0.0726455880795891	1.66702938716018	-4.87334440505284	3.76137854604916	0.23911744486492	5.69862691725652	-0.043129307043376	-5.22762463288008	3.56329094205912	0.480468750507617	0.456292718426759	0.653473736552216	0.723430665702857	0.808480275817324
Oscillospira	-0.965763755201189	-1.26452408725761	-0.878631832790549	0.412918414337245	2.31959777856663	-4.31993244726894	5.15312792789072	0.428979407263224	6.33003525777784	0.156569633152143	-3.23963622050986	4.0384444251922	0.42889013015795	0.348731528595452	0.552450650417941	0.3240514727089	0.467925454373376
Parabacteroides	2.66501757743005	3.12575362152581	2.2536563884298	-0.861324799417188	1.96470186052789	-4.10118670275811	3.23976198374212	0.303824537041072	4.48997363631232	-0.41071706351183	-5.11701095160989	2.34124710959953	0.315672063532885	0.0285484427161021	0.146104708733324	0.0155082694730734	0.0944521052343404
Paraprevotella	-0.52247277917656	-1.04095272034405	0.110847065784328	0.924809395435791	3.62357995696344	-5.65886402082004	7.83341994190681	0.53423767247912	9.32764775822938	0.234973299406061	-3.09357287505396	5.45785273002374	0.379464289035224	0.157689190552806	0.357712637133236	0.0888918094878919	0.223133096156961
Parasutterella	0.767630428557196	0.273761679898364	1.03425897688604	0.563873935518245	2.57546024299541	-5.29351164805892	5.66417622991917	0.445761066102699	6.6225995752521	0.187014966938136	-3.81644414171879	4.77344466112768	0.399888457806586	0.387451081697563	0.59906939453843	0.144465870545197	0.293055186726624
Pediococcus	-5.60946719674204	-5.78532613254356	-5.45165155006633	0.218116530662792	4.32271124804583	-9.9850124617837	8.58346646336161	0.743879776721119	13.584525637155	0.0363559422844448	-4.05998629091139	3.94006395072646	0.47656250060955	0.611307751510071	0.745135297866822	0.590955629306681	0.691611429524758
Peptococcus	-2.45587976945671	-3.36763673975193	-2.04560702750371	1.2826502421562	3.70465542707063	-6.91470989864584	9.30310152987977	0.540115026945772	11.5036788201918	0.316419426722676	-2.95454281977013	6.12203089605625	0.328499726176032	0.0875512268106922	0.252159874156545	0.0292519459563316	0.118446249535801
Phascolarctobacterium	2.76679983192553	3.49568931392272	2.66009681290055	-0.000463118025441744	2.92622871694303	-5.02186170020439	5.01610425422879	0.448446943757117	6.35763578233248	-0.000108789744533185	-3.64702127154119	3.46705065623659	0.499721137765176	0.824323229173614	0.900482117867822	0.937800685046011	0.962100248297883
Prevotella	3.59741934353259	3.18195109237423	3.8280071660943	0.716665115833612	2.55300244107233	-4.14887957344168	5.87123643389419	0.45872489946645	6.11223764207362	0.244178768307728	-2.55611632117899	4.4175280918992	0.382812503217813	0.113205117747216	0.310566902850646	0.0984991534132782	0.237838847027231
Pseudobutyrivibrio	7.50816823899135	7.7037440254262	7.27468393860055	-0.256525352718845	1.35977309130341	-2.46395742232083	2.39716228111483	0.210878210021257	3.27224513574807	-0.18383047954478	-4.2008055408768	3.38781356574448	0.41964285928344	0.503807304405884	0.683690729649772	0.273093823276966	0.425240690176633
RC9_gut_group	-4.18469901345473	-4.7959400578242	-3.57320200860492	1.28211940890473	4.00443660602931	-7.62694197525667	9.94457489923168	0.590798714111261	12.4892226912987	0.27646303840803	-2.99341398198304	5.83948803301758	0.353597327073307	0.183642179266023	0.346592676899195	0.0629405327505349	0.170294218700703
Robinsoniella	-2.90955606257449	-2.57572318020415	-3.06123726590302	-0.452704892372491	2.6462293845945	-5.95166433421266	5.02769113117035	0.482016915465273	7.46381077733066	-0.151391009346761	-3.99145269602106	3.5095916833574	0.431678752501832	0.434649221154952	0.605855030409419	0.399019921330004	0.528854576001914
Roseburia	6.01268107787472	6.17816201609331	5.88223623915241	-0.241509395642123	1.07197033683226	-2.26022875732972	1.82286292582139	0.191624396521985	2.61802851002952	-0.20063891599256	-4.52306781773953	3.06099961579412	0.408254324825787	0.240491364273897	0.447771235951819	0.212461049122333	0.365813628191791
Ruminococcus	6.27981933455007	6.97729650630998	6.08211650370523	-0.679854358874437	1.5118389079941	-3.01667700523954	2.89984172275345	0.256445857910207	3.87662452602213	-0.389125636236575	-4.85223568705606	3.20482502115033	0.3324037974207	0.0774359060192407	0.26070634989107	0.0295372797124569	0.124872909032904
Shuttleworthia	-3.6251877226635	-3.92126013248934	-3.51521796569152	0.107421365787501	3.81414080241725	-8.13025430437717	7.74720412853763	0.639496093009594	11.3598280599759	0.030366845325728	-3.85264318192816	4.00292307949691	0.487451199433128	0.73176815580131	0.835843112730225	0.754144161901846	0.829608026832249
Slackia	-3.72505182347982	-3.34650898689196	-4.01197845583915	-0.756813963436699	3.95610368353778	-9.90178977054879	6.71066691465163	0.729576861021199	12.221676707183	-0.166794974856364	-5.0973439503516	2.86734917714525	0.421081987597091	0.229367546522558	0.4184955915138	0.324555429621028	0.464068780616189
Solobacterium	-3.6833479159533	-3.83751942761907	-3.51136413907485	0.499600011533364	3.05304298670791	-7.5774325190083	7.43705189032348	0.494225479448165	11.0373160226703	0.129099741306171	-4.45598955382657	4.62265008404883	0.434709823152263	0.486874417786115	0.648932415947776	0.334144972103375	0.47128782133346
Sporobacter	0.0242075514118554	0.29150919348957	-0.151968330110057	-0.524340696758448	1.80239215394916	-4.45226043790923	3.01537896090159	0.297997741764228	5.10343257957079	-0.252437264633961	-5.19189653273884	3.22422297123706	0.373675407848027	0.0871319216121207	0.267115377745336	0.0913746672653895	0.222404752582552
Streptococcus	5.60776899049618	5.76034220811629	5.47129652025307	-0.275232309218135	1.6661214570312	-3.08375541343434	2.9444617101778	0.296553239483063	3.94245034751243	-0.160075438434003	-4.16145932597532	3.33419183403367	0.432794201439485	0.40322988789467	0.619549671508392	0.309670522544621	0.458842996955958
Subdoligranulum	6.5025933895943	6.61090265029276	6.36996464548325	-0.252586327065991	1.39852117622964	-2.8217313688085	2.68681973400716	0.21502649292122	3.60155694487544	-0.149709942620437	-4.09628447591503	3.84066843981176	0.42522321627059	0.447630909857864	0.649983822611749	0.312464680900784	0.460642052135489
Succiniclasticum	-4.8955011475074	-5.75734886648155	-4.43697776011661	1.02598429585231	4.8573300981376	-10.0874553228156	11.5059195804498	0.884717140368891	14.7424174436276	0.178549619560462	-3.94049899297324	4.39882013944052	0.396763395655461	0.34568703013428	0.524026062569923	0.226743022163259	0.361398020869745
Sutterella	-0.341632164027532	-0.0836691345415446	-0.525222110439526	-0.28993598323688	2.9236424560264	-5.95802105908462	5.58932635374916	0.400555100710274	7.17010284464311	-0.0884567836825822	-5.19815225977564	3.92884842063268	0.444754465737072	0.691634700139083	0.820838310781767	0.506318254315171	0.632297439209565
Thalassospira	-6.62215802600406	-6.80341546541705	-6.49589574149124	0.228212922640706	4.85691703515607	-11.1929420611979	9.33265470095523	0.930569617842215	14.5049103660952	0.0320774106681469	-4.4192083635749	3.55331212250654	0.478527607919586	0.530760029675128	0.678704689065081	0.54960988888098	0.654016968943294
Turicibacter	0.304229138572375	1.13109787733129	0.0692044263884899	-0.720985588625974	2.76486549930957	-5.22403805014687	4.10020210346416	0.468735910392737	6.26149054370748	-0.250415729056519	-3.9848432713598	2.68850329233224	0.398215284403328	0.145656393093125	0.343869682519198	0.183628955017696	0.337728905259681
unclassified	8.30196992899372	8.50002757702012	8.16376466918015	-0.346652879717703	0.678222579273918	-1.99103404823958	0.889076773335164	0.120867037085957	1.95136165044635	-0.454475917746749	-5.87188732446251	1.96241252002063	0.28332404484043	0.00326457919946878	0.0477283783166311	0.00306569552278655	0.0458888728967504
Veillonella	-0.12945822060697	-0.175793223558777	-0.0712683224537667	0.0496650068860465	2.18381042178136	-4.05789741417914	5.48423216292987	0.360636409274776	6.30111039247616	0.0205500009077946	-3.56321731318412	4.90417951018942	0.491355270720525	0.613365238581587	0.768897373727741	0.829739643048888	0.890218342377381
Victivallis	-6.87824824638726	-6.90697205548101	-6.85050999746411	0.162596121848635	4.2682982085433	-9.4659343422988	9.17441142965566	0.823878438397852	14.1661079722502	0.037305306102357	-3.98172067283308	3.83276851651382	0.4815848219071	0.537637881396887	0.680639401289626	0.582469915858269	0.678697615944034
Weissella	-4.52252390229496	-4.89286407220693	-4.27437915871634	0.595276248271019	3.83406723556119	-9.08157991699102	9.34744345705389	0.569872151893323	13.277856632114	0.136898262208691	-4.05414018715023	5.25998770210969	0.423312885471306	0.560494416128902	0.709134582668117	0.364678546487259	0.493821306397507
