rab.all	rab.win.Healthy	rab.win.NASH	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
0	6.45510840992118	6.60617811163576	6.24345003345644	-0.290042725877326	1.13991913145693	-2.1129056444195	2.06264264055252	0.17829054156709	2.79626297025705	-0.230355292298426	-4.15545050348716	3.18119426680989	0.399720056336939	0.31298948666753	0.725123828328685	0.240222298768279	0.689677114275381
1	5.9442322968293	6.11658394818627	5.72332808249598	-0.320221795425563	0.985835573342872	-1.97782149505294	1.89700137001941	0.148714797729322	2.43909159488371	-0.288081828013341	-4.720331679202	3.29991101204611	0.361800000498771	0.264058102255021	0.690866619658207	0.0918960491162928	0.578418468028442
2	5.6404110874944	5.95316101107729	5.2312553286935	-0.5749130253699	1.29281004836226	-2.97551226869361	2.09540435913599	0.221881982257051	3.35444964349004	-0.405189196057172	-4.92610781456512	2.57394888893258	0.328400000648369	0.0370355100555833	0.543283116558524	0.0320373973593175	0.504448012757663
3	4.88353467348822	5.30817250795942	4.64027556278493	-0.404500921866903	1.7626872357854	-3.3407812367459	2.9250425629264	0.276671870591695	3.82243573607419	-0.231223323041531	-4.3524481632032	2.96401988499678	0.403719256481931	0.279536457571607	0.701922086606751	0.226486344078455	0.682350270259454
5	5.14092409871972	5.2090181302814	5.07312916041491	-0.198313935162136	1.20195578797239	-2.53443059193382	2.01769744044694	0.177957881828005	2.88353439414647	-0.155027220513044	-5.27261827266818	3.14830231494128	0.421515697128744	0.222519499476656	0.662823169538625	0.348990702681893	0.763945771019347
4	5.2537859774952	5.27106721499228	5.24091286246733	-0.161108000444395	1.157263866673	-2.45966479585265	1.79121007004814	0.186006635225814	2.81535685858333	-0.12791099259668	-4.34510780122854	2.76303086854349	0.436112777660917	0.316543175327417	0.727802609480979	0.44497662758473	0.815582880826611
6	5.13080322145685	5.3068614817381	4.82683013588203	-0.52224838301106	0.966296670331446	-2.2232296602091	1.35964392599624	0.168878842822679	2.27826500747124	-0.509188980103232	-5.36261340787283	2.01794457267425	0.291341732495532	0.00973725068215177	0.381107042666427	0.00751727246829323	0.342870574914843
11	4.96872332563222	5.08441703300944	4.56155337273392	-0.49402834793029	1.19360311346274	-2.78837321645038	1.55792984564247	0.184755686961353	2.82666919261344	-0.395078612964343	-5.50070802927062	2.39547094812503	0.336732654078241	0.0306947991572723	0.5416417946201	0.0504974224308308	0.537035659500469
7	4.23295328050158	4.40800242059642	4.06249249785925	-0.216036667719677	1.71012208464439	-3.02816299430984	3.33897896853915	0.268007034556936	3.91610475736625	-0.115046830705131	-3.80148653317057	3.56437093479236	0.452909418274687	0.765761277304013	0.940101611849527	0.580178827910046	0.884953693467722
8	3.86831071896912	4.48634767030081	3.66849567062289	-0.390903608984615	1.96186670394791	-3.94003575904765	2.98975793557465	0.284819946140989	4.34516357664837	-0.191274103958068	-4.52357790976357	2.97477379436151	0.429914017434768	0.238844948339144	0.674491884305781	0.433687220078945	0.808923316573566
