rab.all	rab.win.Healthy.Metagenomic	rab.win.NASH.Metagenomic	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Acidaminococcus	-3.38449311346248	-3.19350916109103	-3.58590302756695	-1.05513117280427	3.60852113778914	-9.04978073343988	2.22787543265766	0.297687161012292	7.63090929409388	-0.326549268124146	-11.0661537255216	1.89561174906296	0.321600000681415	0.0682003507041131	0.583447137779639	0.203363322436078	0.854072780413778
Adlercreutzia	-0.980330173768538	-1.07917116690936	-0.0100344078014203	1.22332270819094	2.43710569904541	-3.18834074283861	5.36764240960561	0.23430545034477	5.33903945031573	0.462048924053717	-2.23759763259101	6.76801887077034	0.337332534099468	0.14659216868306	0.75396379194191	0.245624553465111	0.881827932508168
Akkermansia	2.16179342894218	2.19617844696162	2.0146608071607	-0.0446820289900449	0.914888650453308	-1.40474214406647	1.86634255800604	0.0975653973194025	2.35326454739734	-0.0438946478639666	-3.65605978541587	4.19579872534816	0.476904619153303	0.859149751620208	0.96454344531925	0.869910747147589	0.982594737985434
Alistipes	-0.500223598189669	0.589926165806584	-0.928979513164807	-1.28421725551808	1.6476180848381	-3.9132710356788	1.89616447386572	0.209688110234677	3.50957537443661	-0.739475107521189	-7.10831262688489	1.62880606702609	0.21620000139563	0.0274556471527543	0.353659038181812	0.0382172811708415	0.437057410494562
Alloprevotella	-1.20245185359567	-1.40470930523152	-1.1329519090303	0.24603239262858	1.12202001270521	-2.00514350056735	2.05727544446431	0.160145744566545	2.51623181329308	0.206092814829592	-3.33559098073591	4.36661680031017	0.415000000291766	0.647872144563957	0.955856812766619	0.567344692459244	0.95812504983116
Anaerostipes	1.21676712008334	0.648974514538784	1.66696169558215	0.324804760089388	1.83212176075663	-2.88403517239931	2.9511166612108	0.196796596311258	3.51791894823637	0.19109126834451	-3.3347991775481	5.35986272943593	0.407000000321109	0.524567239715864	0.953812732196481	0.519226698997597	0.958282689090467
Bacteroides	3.53778451948864	3.74275216772496	3.48491280847204	-0.264184834568117	0.939814024842835	-1.85260342127736	1.4335483718786	0.0660929151910486	1.94689185873944	-0.314217634159907	-7.29235598263213	3.19081295254823	0.335200000616284	0.303983223549287	0.844360437980213	0.242411461603412	0.880401374659259
Barnesiella	-2.7951177764503	-2.48146377196092	-2.94063945449733	-0.00633675556591218	2.48588037257818	-3.6714943265886	4.72297558345807	0.261414013864625	6.22141422382795	-0.00217385509087519	-4.75078260393721	5.47247584766904	0.498400000005334	0.832471841140001	0.964130321298369	0.923220117343956	0.98520590764241
Bifidobacterium	1.13649389294934	1.7364953514023	0.945450308822789	-0.980224218636728	1.14227061583899	-2.68743824958284	1.81086127051847	0.128552445285515	3.17661796140081	-0.825591456233576	-8.93788782400438	1.89067213084052	0.202759449642109	0.0262971705249257	0.352056541375956	0.0271302366364286	0.394829467333492
Blautia	4.55667040575442	4.55622000008491	4.5570484061321	0.0567637545217479	0.726158794383734	-1.27984422630215	1.31032716097076	0.0990727149784437	1.85817995151633	0.0713694268024754	-3.66965553705877	4.05424032249207	0.458308338472223	0.766477312035666	0.962029145208989	0.811765268786941	0.98108656615138
Catenibacterium	-1.85179809520579	-2.03310903550209	-1.3606152291196	0.485823723581525	1.70854970207397	-3.66114945014989	2.83661037201957	0.238915238597736	4.410159223158	0.238701973238952	-4.25149474035289	4.23433521066122	0.410000000310046	0.767676846889237	0.962116947244739	0.521929561150923	0.956325180149515
Clostridium_sensu_stricto_1	-0.877682365575895	-1.22772233794375	0.160511692960598	1.20137491710828	2.44259649863744	-4.1018432000077	5.22559007486552	0.262838137760645	5.74314538752953	0.449372847665	-2.67990472990324	6.40617992666909	0.321400000682403	0.209925842935021	0.769898239333646	0.185204312715149	0.871565123958977
Coprococcus	1.80518782832721	2.25532245653054	1.7246251316994	-0.381876572115442	1.44700709378635	-2.95082029313027	2.69743515234421	0.093598563339239	3.36938056048499	-0.259691547798542	-7.9120497477735	3.92320795921363	0.384000000408663	0.447951106582513	0.940506919980988	0.412555088873974	0.943408769875942
Desulfovibrio	-3.9494976015659	-4.50900057429161	-3.04043019406968	0.547959221420604	4.64033697382392	-7.44120615512201	9.60616008660371	0.634764119829581	11.2938121762618	0.123558039391182	-3.1596894890102	4.66698925455697	0.447910418091884	0.621681390145564	0.954008590635895	0.692150782653879	0.974315542465588
Dialister	1.08573861191151	1.06518565964383	1.30995179699855	0.0640398031999054	1.26241717477227	-2.73682430516346	1.91638364911309	0.14203059732347	2.93152521183188	0.0470066962047532	-4.81449373068079	3.54705046926628	0.475304939094683	0.842989638787071	0.962901043864482	0.850286561735478	0.982397298958825
Dorea	2.91664560725706	2.83752446002631	2.96636002411307	0.0391606336087436	0.6985682823401	-1.63374606797781	1.46081211666195	0.0701333084215881	1.76400506143042	0.0529515076944266	-5.1416432997646	4.96883773243129	0.466306738765048	0.913936038726946	0.968450650813115	0.820588982225205	0.980927692469668
Eggerthella	-2.08929744134264	-2.16096483705112	-1.90543941796071	0.44051041084058	2.4013261771281	-6.13332190953324	3.95183150271341	0.260646808180596	7.34650514682546	0.137834923332992	-5.98768661276186	4.55292045167599	0.435000000220392	0.883594917148547	0.965682441981677	0.64223918032432	0.973010610740099
