S1	S2	S3	S4	S5	S6	S7	S8L	S8R	S9	S10	S10L	S10R	S11	S12	S13_T1	S13_T2	S13_T3	S14R	S14L	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38I	S38U	S39	S40	S41	S42	S43	S44	S45	S46	S47U	S47I	S48	S49	S50
S10	0.292595021774581	0.185479437473103	0.265708391950754	0.237749108286501	0.257210973937477	0.449262632663635	0.254599327916668	0.196828477702053	0.180610332234138	0.298577872209691	0	0.320424561860955	0.142963728688457	0.262611541480926	0.193057748595944	0.162993518722284	0.240565060665052	0.208354996648956	0.51591137747947	0.436774247673512	0.22217160032576	0.406211449187929	0.316240835960316	0.254380460244997	0.445483817730671	0.475207360119194	0.171255791165133	0.167306291998747	0.536014845546096	0.21120020238552	0.397152049720651	0.26192389410121	0.234316092665915	0.201336004658231	0.14592416486792	0.138216203523717	0.405326075524101	0.730681368210671	0.262435506358512	0.242135661782664	0.397565240348866	0.512769475511127	0.236072745138777	0.985643390962747	0.197902479393569	0.293833847079499	0.506313737834359	0.447585099688917	0.504586374322618	0.212023562345167	0.244000068376614	0.188204608259328	0.433270022199636	0.198637066180977	0.34645947361641	0.248309086841928	0.167345476594143	0.198143555928829
S10L	0.186500521246257	0.331471032471446	0.245566366635297	0.309890681458165	0.282225853465613	0.436952913644166	0.259405016918269	0.349375812648126	0.377448510847791	0.287072702498228	0.320424561860955	0	0.247208111707166	0.262577160819207	0.343361979728064	0.345331874200818	0.270090132525251	0.313507276417327	0.349623764536142	0.393858448526782	0.317116579079383	0.332268681050051	0.249234317478058	0.349956674210541	0.372983060405158	0.286567229620195	0.290915797181526	0.400331807795038	0.443608354707538	0.393287714649718	0.322978723869214	0.276480066926505	0.293091869308908	0.325549656665675	0.326703290548425	0.385637665673018	0.239153236558169	0.601834024366544	0.317192357498414	0.323785645660988	0.271418449508251	0.416067333710657	0.326424756948123	0.978322292353458	0.349919908497368	0.327122317035598	0.386949777966485	0.463951039730525	0.371254010808893	0.279077809538226	0.290392759519283	0.355400332878316	0.413767850222047	0.371543940705796	0.281793299985313	0.282687569515799	0.336159454361943	0.284278611453453
S10R	0.24645430995572	0.176627385928435	0.242638417991911	0.211338117031322	0.239228837636864	0.412925079052535	0.212720146170157	0.214931787328922	0.215384648869674	0.265385446655243	0.142963728688457	0.247208111707166	0	0.242162480727253	0.214441183445457	0.186384556379001	0.217836995193577	0.204322679355576	0.48353403695111	0.414054728792158	0.174646161637622	0.372412704267904	0.26660195948096	0.240379342580807	0.441222165194663	0.430077309149714	0.179806414350698	0.226837794614735	0.495919359795337	0.223388312207181	0.347514894049636	0.250746133520105	0.206861637458592	0.193392238566361	0.157048112032502	0.212639007489218	0.373886262410031	0.706737070444566	0.246030679423252	0.223112889619832	0.335255591876405	0.48242990949413	0.236423686464754	0.98436979930808	0.204021072083395	0.281654887858934	0.482746088671931	0.444036105933496	0.469116742149913	0.21184809774179	0.253172463434756	0.216614082799543	0.425803253097276	0.222671446885928	0.297600515603509	0.222596980245522	0.197319519636628	0.178660752157961
S11	0.222109235008732	0.269804778948741	0.22806839444327	0.285617652903011	0.24532562589484	0.496858693931859	0.292368765338976	0.261957018615692	0.305416278168819	0.299642500921692	0.262611541480926	0.262577160819207	0.242162480727253	0	0.278418996690622	0.215452293645422	0.174664460396561	0.17533227383938	0.3820945682842	0.413894326009018	0.179596011999632	0.316080245390097	0.204839887184364	0.287287749775874	0.4222068628986	0.308748264544902	0.200293652170984	0.266595916620349	0.450329903810631	0.233932854080485	0.223032036726791	0.155034176786508	0.136668416296071	0.253308029456711	0.212551406558807	0.270455146515355	0.279640253000917	0.625490843442147	0.242117472816273	0.201139497627256	0.38771047697937	0.388714068664847	0.200099764617147	0.980469070492114	0.218235539542658	0.230919610730127	0.421387895677629	0.47387160240729	0.407879447624178	0.145170454219883	0.258364888390609	0.25541000861544	0.353413848518514	0.234282823909706	0.180790875413043	0.201337127843521	0.205571441504054	0.133201874195393
S12	0.278508511019042	0.247808083113948	0.272784108581217	0.310797173470204	0.285746658409647	0.430344488408943	0.278457425006882	0.26012369154073	0.239827034950799	0.254378686205609	0.193057748595944	0.343361979728064	0.214441183445457	0.278418996690622	0	0.241582148102616	0.266913436889044	0.236934438970927	0.492503433469957	0.404756518985527	0.226573336896497	0.368479108455811	0.293485516992004	0.275162190648155	0.433125009612533	0.471892606007327	0.196456391776015	0.242555481555445	0.486142764816967	0.262339428846899	0.391054623585315	0.275193706983179	0.257635441302188	0.236422707509087	0.192378241405318	0.206407450655107	0.402749279996811	0.716248627919197	0.254157719633502	0.263714078895993	0.41011403337793	0.48809714308644	0.2538428495234	0.984630324164243	0.247097153617382	0.307908387114974	0.494357569444106	0.406686873071398	0.446480997196809	0.233179473319567	0.271128061224654	0.231467244227851	0.437600627515863	0.191995037644346	0.325871733815288	0.263094180473005	0.215950348483613	0.229527840189639
S13_T1	0.318218032537464	0.216890918337681	0.268498344711425	0.181814882861842	0.222243333703711	0.452167448939183	0.28168883163652	0.145788061147297	0.173368643607438	0.343172760064195	0.162993518722284	0.345331874200818	0.186384556379001	0.215452293645422	0.241582148102616	0	0.192338170011748	0.167784048458578	0.479340249673708	0.405467831299746	0.183954683703592	0.35112813290619	0.300263684355819	0.298059945196539	0.397647811856194	0.464486603040238	0.211078936911694	0.256625348980424	0.529708501513937	0.267863158272181	0.356792453167464	0.236933784395386	0.187470391164442	0.242605754144813	0.204759560616935	0.207856284541632	0.389643395529665	0.708690493517447	0.272994375775956	0.251763159983754	0.400729037931949	0.497022638604302	0.277274544491857	0.98436284967464	0.258034406003384	0.301835313672306	0.478173498840993	0.450058551216823	0.492732076914898	0.23702509900917	0.241984057759379	0.244092116627666	0.446051644432266	0.205721247946221	0.32473186678607	0.268594459669917	0.228399380708598	0.175594046794321
S13_T2	0.233033046368927	0.27201312413949	0.257570118092817	0.243286430974749	0.197721545721314	0.456270419003947	0.284486352730647	0.208253320879819	0.268581911943836	0.303849551073844	0.240565060665052	0.270090132525251	0.217836995193577	0.174664460396561	0.266913436889044	0.192338170011748	0	0.149224890605475	0.425878550022799	0.406543607202211	0.182981280646822	0.318093587061604	0.19543099670043	0.318759452604744	0.407370443445877	0.382971190652236	0.229208693381552	0.256269175258306	0.420637574035836	0.252370766562376	0.305218630270416	0.199892460626502	0.159070869225508	0.224151016746152	0.229096031871953	0.292178332639989	0.331848380868776	0.678589712188485	0.266785126304281	0.265962978859721	0.391505849398226	0.415410096077569	0.276186634521071	0.981754005386668	0.260246045509751	0.301275282346988	0.438428249710534	0.451384507849243	0.442034570062711	0.201375947794962	0.252166417630692	0.241074645939246	0.39427670531041	0.247623953423835	0.251871398944734	0.259600748948395	0.239544638783162	0.161673404272157
S13_T3	0.264134742028013	0.20855558212956	0.251545394670389	0.276123984635077	0.244952037849876	0.507402461880975	0.318649228834372	0.237967091281698	0.217076649826185	0.305407097347586	0.208354996648956	0.313507276417327	0.204322679355576	0.17533227383938	0.236934438970927	0.167784048458578	0.149224890605475	0	0.421354185143444	0.426618058571313	0.201792956477818	0.342409800416607	0.238351152593162	0.308046216991629	0.459063788165189	0.393772542791522	0.190609679377819	0.222043815485106	0.433787273761188	0.207517750652879	0.308551789938484	0.229265431263793	0.143549688490777	0.236888256239281	0.205630212779678	0.226979191878944	0.346445667818775	0.679474588939476	0.241489314533985	0.233072934337719	0.417123392690045	0.430239058083897	0.227390512300079	0.982071498994197	0.223728687926497	0.280072687170535	0.442178131328701	0.476859720368609	0.440953316908851	0.186100694853326	0.292724901981149	0.259925964839824	0.38794051895198	0.238459690616039	0.262101097745557	0.26228599302226	0.206614164613937	0.178208539226907
S14R	0.358767895270981	0.496003757350998	0.362800930893178	0.466428130005896	0.407988121059583	0.546742231010898	0.3809483279467	0.495668403071281	0.528094835828098	0.449679271456811	0.51591137747947	0.349623764536142	0.48353403695111	0.3820945682842	0.492503433469957	0.479340249673708	0.425878550022799	0.421354185143444	0	0.39113144304649	0.473673111579062	0.322193181664415	0.348483169806687	0.478563452129295	0.433002714975225	0.261936466220855	0.431507064166336	0.522831652779601	0.3809345563881	0.47786155349017	0.31022570143961	0.340933392572702	0.380022919941839	0.478987475789357	0.478249114134041	0.529678363180155	0.266417660077173	0.411276262338419	0.381952051335961	0.407180597012893	0.387995079026111	0.313864526023454	0.372753276391522	0.963813848004146	0.432157271268541	0.378520047712522	0.34654683344398	0.494564658430196	0.341357412931961	0.408908490882119	0.426119037007361	0.501129785817051	0.459702548042305	0.508578545783486	0.299217450356502	0.372518622624661	0.48045667856657	0.428715218328434
S14L	0.409012433908301	0.449078520257103	0.408495873716341	0.419745174227359	0.410789295534932	0.38832987794983	0.35201927543512	0.421820500930558	0.430493992741739	0.431962238166793	0.436774247673512	0.393858448526782	0.414054728792158	0.413894326009018	0.404756518985527	0.405467831299746	0.406543607202211	0.426618058571313	0.39113144304649	0	0.419782051419151	0.369601082488153	0.40294930561511	0.356075610854931	0.363298853210142	0.444815048718084	0.382096643732852	0.483627094785514	0.526179562969628	0.469879901981804	0.405399444045336	0.327350422812123	0.395920748765183	0.446333818608728	0.397764040250837	0.458269555128017	0.379178678799646	0.635800377195781	0.377022838648343	0.40535233653256	0.480282492180019	0.467461557959363	0.381339696516438	0.983038406131518	0.410899875884951	0.400310679960272	0.50415200039985	0.214075189423897	0.489877407718753	0.398955092929083	0.385901017315208	0.404676336449216	0.527804785061553	0.41317678830725	0.362480423306861	0.368135917634705	0.450090916757192	0.415802876682617
