td_A_700038857	td_A_700023382	td_A_700099065	td_A_700113553	td_A_700095837	td_A_700102525	td_A_700038905	td_A_700107822	td_A_700032228	td_A_700103608	td_B_700033928	td_B_700113016	td_B_700035243	td_B_700100477	td_B_700038113	td_B_700024958	td_B_700097487	td_B_700016462	td_B_700109512	td_B_700099008
OTU_97.21031	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.21037	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21046	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.21048	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21059	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.21062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.21064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.21067	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.21068	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21070	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	1	0
OTU_97.21071	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_97.21073	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0
OTU_97.21078	3	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU_97.2109	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21098	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0
OTU_97.211	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.21104	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.21107	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3
OTU_97.21112	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU_97.21113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.21119	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	1	0	0
OTU_97.2113	0	0	5	5	2	1	0	0	5	7	2	0	3	1	0	2	1	0	6	7
OTU_97.21138	0	0	0	0	2	4	0	0	0	15	0	0	2	0	0	3	1	0	1	0
OTU_97.21154	0	1	0	6	8	14	0	0	7	0	6	3	1	0	4	0	0	7	15	1
OTU_97.21159	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
OTU_97.21162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.21169	0	2	1	0	1	1	0	0	5	1	1	0	0	1	0	0	1	4	0	1
OTU_97.21174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.21178	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0
OTU_97.212	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21200	0	0	0	2	0	0	0	0	0	3	0	1	0	1	0	0	0	0	1	0
OTU_97.21203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_97.21206	1	1	0	0	3	0	2	0	0	35	0	3	0	7	0	9	1	0	5	2
OTU_97.21210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.21222	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.21232	0	1	0	2	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0
OTU_97.2124	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.21248	0	0	0	17	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_97.21249	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.21256	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
OTU_97.21260	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_97.21263	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	3
OTU_97.21277	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_97.21281	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
OTU_97.21293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.213	12	12	5	11	7	27	5	2	10	20	2	6	12	7	10	8	11	4	6	17
OTU_97.2131	0	21	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0
OTU_97.21313	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21320	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21332	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
OTU_97.21338	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
OTU_97.21347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_97.21355	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
OTU_97.21363	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.21365	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU_97.21369	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.21376	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_97.21381	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21388	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.21390	0	0	0	0	1	0	0	0	0	1	3	2	2	2	0	0	0	0	2	0
OTU_97.214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_97.21402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.21404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.21411	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
OTU_97.21413	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.21421	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21429	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.21435	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21436	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.21437	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.21440	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.2145	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.21454	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.21456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.21470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.21471	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_97.21474	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0
OTU_97.21488	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_97.21489	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.21513	1	0	0	0	4	7	1	0	6	2	1	0	3	0	0	1	0	3	0	0
OTU_97.21517	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.21522	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21523	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	2	1	0
OTU_97.21529	13	3	0	0	0	0	2	0	0	2	0	1	0	1	1	4	0	0	0	0
OTU_97.2153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.21548	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.21551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_97.21553	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_97.21559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.21560	1	3	1	2	0	1	0	0	0	6	0	2	0	2	0	3	0	2	1	2
OTU_97.2157	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21579	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.21581	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21584	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0
OTU_97.21585	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.21597	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21598	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	5
OTU_97.21603	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0
OTU_97.21623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.21626	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_97.21633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.21634	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21635	1	0	0	1	0	27	27	0	0	0	0	1	0	0	1	0	0	0	2	0
OTU_97.21636	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.21638	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.2165	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.21655	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.21658	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
OTU_97.21660	0	0	0	0	1	8	0	0	0	0	1	0	0	0	0	0	0	0	2	0
OTU_97.2167	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.21671	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21678	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.2169	0	0	0	0	0	0	1	0	0	1	2	2	0	0	1	0	0	2	0	1
OTU_97.21708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.21724	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_97.21750	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21775	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21787	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU_97.21794	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.21796	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.218	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.2180	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
OTU_97.21802	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21807	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.21830	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21833	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.21842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OTU_97.21843	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_97.21852	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_97.21862	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21866	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
OTU_97.21868	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_97.2187	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_97.21870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_97.21876	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_97.21881	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_97.21886	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.219	0	0	0	2	1	0	0	0	0	1	3	0	0	0	2	0	0	0	1	0
OTU_97.21903	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21909	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
OTU_97.21911	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
OTU_97.21912	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21915	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_97.2192	0	0	0	0	0	9	1	0	0	2	0	0	0	0	0	1	0	0	1	0
OTU_97.21922	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21928	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_97.21929	0	22	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	1	0
OTU_97.21931	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU_97.21939	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.2194	0	0	0	0	1	0	2	0	0	2	1	0	0	0	0	0	0	2	0	0
OTU_97.21952	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0
OTU_97.21969	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_97.21974	0	1	0	0	1	1	0	0	0	18	0	1	0	3	0	3	0	0	2	0
OTU_97.21975	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21983	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.21990	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.21994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.21997	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU_97.21999	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.220	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22001	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.22012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0
OTU_97.22016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_97.22022	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU_97.22023	0	0	1	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0
OTU_97.22028	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.22037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.22039	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_97.22052	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.22058	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22064	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	3	0	2	1	0
OTU_97.22075	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.22076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.22086	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.2209	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	1	3	0	0
OTU_97.22102	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.22107	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_97.2211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.22115	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	2	0	0	0	0
OTU_97.22117	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.22118	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22119	0	2	4	1	0	17	0	0	9	93	3	0	0	1	0	0	0	20	7	8
OTU_97.22123	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.2213	2	0	0	4	1	17	0	0	3	5	5	0	0	1	0	1	2	2	1	1
OTU_97.22130	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22140	0	0	0	0	0	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_97.22144	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22166	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22172	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22177	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_97.22183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_97.22188	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	4
OTU_97.22194	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.222	3	0	0	1	11	3	4	0	0	0	0	3	1	0	1	15	0	1	1	1
OTU_97.22200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.22216	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.22229	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22232	1	1	6	0	0	0	1	1	0	1	0	0	0	0	0	3	0	0	0	0
OTU_97.22242	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.2225	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU_97.22254	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	1
OTU_97.22256	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.22262	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_97.22276	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_97.22277	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.2228	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_97.22283	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22289	0	0	0	0	2	3	0	0	0	1	4	1	0	1	2	0	0	0	7	0
OTU_97.2229	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_97.22300	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_97.22312	1	0	0	0	0	0	0	0	0	15	0	3	0	1	0	3	0	0	0	1
OTU_97.2232	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22321	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22326	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22331	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.22368	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_97.22369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.2237	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_97.22374	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22378	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0
OTU_97.22385	2	0	0	1	0	0	1	0	0	5	0	1	1	1	0	0	0	1	1	0
OTU_97.22388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.22389	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0
OTU_97.22396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.224	4	0	0	0	0	6	0	0	0	3	1	1	0	1	0	8	0	0	0	1
OTU_97.22404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OTU_97.22420	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22421	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.22429	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.22431	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0
OTU_97.22438	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
OTU_97.22439	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	2	1	0
OTU_97.2244	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22448	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_97.22455	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.22466	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_97.22468	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.22472	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.22482	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	1	1	2	0	0
OTU_97.22484	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.2249	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.225	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_97.22505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.22506	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.22507	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_97.22509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_97.2252	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_97.22532	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.22538	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_97.22540	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22546	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_97.22548	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.2255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
OTU_97.22555	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22558	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.2256	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
OTU_97.22560	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU_97.22561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_97.22563	2	1	1	1	6	3	7	0	2	47	12	1	0	1	0	0	1	13	2	0
OTU_97.22570	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22575	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_97.22580	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22581	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.22583	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_97.2259	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_97.22593	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22597	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_97.22629	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0
OTU_97.2264	0	0	0	0	0	0	1	0	0	14	0	2	0	0	0	1	0	0	0	0
OTU_97.22644	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
